GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Name,State,County,Tract
1400000US06107001400,5570,50.8,4.8,7.3,10.8,7.5,7.1,9.0,13.8,17.1,6.2,3.9,9.0,2.5,1.0,37.6,85.0,0.3,1.9,0.0,0.0,10.3,2.5,Census Tract 14; Tulare County; California,6,107,1400
1400000US06107001501,5090,48.8,7.1,6.8,12.5,6.5,12.5,9.8,12.8,12.9,3.7,2.9,4.9,6.1,1.8,30.2,85.6,0.2,0.2,0.6,0.0,11.7,1.7,Census Tract 15.01; Tulare County; California,6,107,1501
1400000US06107001502,5722,51.8,7.4,7.4,9.1,14.9,5.9,12.0,13.0,13.6,3.6,4.1,5.7,2.1,1.1,29.5,89.1,0.0,1.5,0.0,0.0,7.8,1.7,Census Tract 15.02; Tulare County; California,6,107,1502
1400000US06107001601,5395,48.8,9.6,8.9,8.1,12.8,10.4,14.8,13.7,7.6,5.0,2.4,4.7,1.3,0.7,25.1,77.6,0.6,1.3,0.0,0.0,17.2,3.3,Census Tract 16.01; Tulare County; California,6,107,1601
1400000US06107001602,5614,50.1,8.8,10.2,6.6,9.3,7.9,14.7,14.0,10.4,6.4,2.6,4.3,4.0,0.7,30.2,88.8,0.0,1.0,1.3,0.0,8.1,0.7,Census Tract 16.02; Tulare County; California,6,107,1602
1400000US06107001701,6531,50.1,10.2,8.1,6.9,7.5,7.9,17.1,10.9,14.3,4.5,5.2,3.6,2.8,1.0,30.3,90.6,1.8,0.5,0.5,1.0,2.6,3.0,Census Tract 17.01; Tulare County; California,6,107,1701
1400000US06107001703,6672,49.2,7.0,9.3,7.7,9.4,2.8,14.8,14.6,12.5,6.7,5.3,4.6,4.5,0.8,33.9,85.7,2.2,0.5,2.0,0.0,8.1,1.4,Census Tract 17.03; Tulare County; California,6,107,1703
1400000US06107001704,5620,55.4,9.0,8.2,7.6,6.1,6.2,20.5,8.9,16.0,3.8,3.5,5.9,3.2,1.2,30.3,72.6,5.9,0.6,3.8,0.0,9.4,7.8,"Census Tract 17.04, Tulare County, California",6,107,1704
1400000US06107001800,4837,50.6,8.0,9.2,6.2,6.3,5.6,15.5,12.0,11.6,7.6,4.9,6.0,4.1,2.9,33.8,83.2,0.2,2.0,4.9,0.0,6.0,3.8,Census Tract 18; Tulare County; California,6,107,1800
1400000US06107001901,3280,44.5,9.0,4.5,9.7,4.3,4.5,12.0,10.3,15.0,10.3,7.1,6.4,3.8,3.2,41.0,74.8,0.0,0.6,3.8,0.0,14.2,6.5,Census Tract 19.01; Tulare County; California,6,107,1901
1400000US06107001902,4278,47.3,6.1,4.7,6.8,8.8,3.4,11.2,13.8,13.0,7.1,7.2,6.7,7.4,3.9,41.2,85.5,0.0,0.0,6.6,0.0,7.9,0.0,Census Tract 19.02; Tulare County; California,6,107,1902
1400000US06107002002,4564,45.4,5.7,9.5,5.3,8.9,7.9,8.7,14.7,14.1,5.0,5.7,8.0,5.5,0.9,39.5,81.1,0.4,0.7,3.4,0.0,6.5,7.9,Census Tract 20.02; Tulare County; California,6,107,2002
1400000US06107002003,5214,49.5,3.3,6.5,8.7,9.1,7.4,15.4,13.8,12.6,6.2,6.1,6.5,3.8,0.6,34.8,79.6,5.0,0.6,4.3,0.0,8.5,2.1,Census Tract 20.03; Tulare County; California,6,107,2003
1400000US06107002004,5113,44.0,7.7,7.1,10.1,9.0,4.7,14.1,12.7,9.3,5.9,5.8,5.4,4.6,3.6,31.7,86.8,0.0,1.8,4.1,0.5,3.7,3.1,Census Tract 20.04; Tulare County; California,6,107,2004
1400000US06107002006,4863,47.9,9.6,4.8,7.7,11.8,8.9,10.7,13.4,14.4,5.3,3.3,6.3,2.6,1.4,31.8,81.7,5.7,0.5,5.6,0.0,4.4,2.0,Census Tract 20.06; Tulare County; California,6,107,2006
1400000US06107002007,7564,49.6,6.8,10.2,7.9,6.8,5.8,14.9,14.6,11.3,4.6,4.5,7.0,4.7,0.8,32.7,85.6,3.4,0.8,4.2,0.0,4.4,1.5,"Census Tract 20.07, Tulare County, California",6,107,2007
1400000US06107002008,2824,43.7,11.2,8.8,5.2,8.3,5.0,14.9,11.5,6.6,4.2,3.5,6.1,7.4,7.3,31.7,82.9,1.9,0.0,1.2,0.0,9.8,4.1,Census Tract 20.08; Tulare County; California,6,107,2008
1400000US06107002009,4039,46.7,9.1,5.5,6.5,5.5,7.3,14.9,10.6,18.0,4.6,3.7,5.7,5.1,3.4,35.7,84.6,4.8,0.0,2.0,0.0,2.9,5.7,Census Tract 20.09; Tulare County; California,6,107,2009
1400000US06107002100,1971,53.0,8.4,7.0,9.9,10.1,6.8,10.5,14.6,10.7,6.5,6.0,5.9,2.9,0.7,31.4,89.1,2.4,0.4,1.2,0.0,4.4,2.4,Census Tract 21; Tulare County; California,6,107,2100
1400000US06107002202,5430,50.2,10.2,8.7,10.9,10.6,8.6,16.8,14.0,7.7,1.7,2.8,4.8,2.8,0.3,25.3,81.8,9.2,0.4,0.5,0.0,5.5,2.7,Census Tract 22.02; Tulare County; California,6,107,2202
1400000US06075017902,2077,55.3,3.6,5.3,5.4,3.2,14.3,20.7,30.7,6.3,4.3,4.1,2.2,0.0,0.0,33.7,56.1,20.9,0.0,15.8,0.0,5.5,1.6,"Census Tract 179.02, San Francisco County, California",6,75,17902
1400000US06075018000,3511,68.1,1.1,0.0,0.3,4.4,10.9,31.7,21.3,18.3,6.5,2.3,3.2,0.0,0.0,35.8,48.8,21.6,0.5,17.7,0.0,5.4,6.0,Census Tract 180; San Francisco County; California,6,75,18000
1400000US06075020100,5855,55.6,3.5,1.5,2.4,3.8,8.3,20.9,22.5,13.4,5.7,5.9,4.4,6.5,1.3,40.7,48.3,4.9,4.5,21.8,0.0,18.0,2.5,"Census Tract 201, San Francisco County, California",6,75,20100
1400000US06075020200,5435,53.2,1.5,1.0,1.5,4.5,9.6,27.4,21.7,13.4,5.1,2.6,4.4,5.9,1.3,36.6,63.1,7.1,1.0,14.2,0.1,11.3,3.1,"Census Tract 202, San Francisco County, California",6,75,20200
1400000US06075020300,2866,64.5,4.3,0.9,0.0,1.8,2.4,32.3,23.4,17.2,6.2,3.7,5.8,0.9,1.0,37.2,79.3,1.0,0.0,12.5,0.0,4.5,2.8,Census Tract 203; San Francisco County; California,6,75,20300
1400000US06075020401,2662,63.7,1.1,2.1,4.1,0.3,4.5,22.5,19.4,24.0,4.1,8.2,9.1,0.0,0.6,41.5,81.2,0.5,0.0,14.8,0.0,0.5,3.0,Census Tract 204.01; San Francisco County; California,6,75,20401
1400000US06075020402,4086,63.9,5.5,2.8,0.0,0.3,3.5,15.8,25.2,18.8,9.4,8.4,5.1,3.6,1.6,44.1,74.5,2.8,0.0,16.6,0.0,1.5,4.6,Census Tract 204.02; San Francisco County; California,6,75,20402
1400000US06075020500,2427,65.1,2.4,1.5,0.8,2.4,4.9,15.4,34.5,14.4,8.9,5.3,3.7,3.2,2.4,40.8,85.3,2.0,0.3,8.7,0.0,0.6,3.0,Census Tract 205; San Francisco County; California,6,75,20500
1400000US06075020600,4952,64.4,3.3,2.8,2.1,0.6,2.1,21.7,31.8,14.6,6.0,5.8,4.2,3.6,1.5,40.8,85.0,2.0,0.4,5.3,0.0,4.6,2.7,"Census Tract 206, San Francisco County, California",6,75,20600
1400000US06075020700,5860,48.8,7.5,0.8,0.7,1.0,2.8,36.3,21.8,10.0,6.3,4.2,3.2,3.1,2.2,35.2,78.5,1.4,0.0,9.8,0.0,4.5,5.7,"Census Tract 207, San Francisco County, California",6,75,20700
1400000US06075020800,6813,60.8,2.6,2.4,4.1,2.2,8.6,32.7,19.6,12.5,4.2,2.0,4.3,3.6,1.1,33.8,68.6,2.9,1.0,9.0,0.0,16.5,2.0,"Census Tract 208, San Francisco County, California",6,75,20800
1400000US06075020900,4905,41.8,5.0,4.9,2.3,6.7,7.3,34.9,12.8,13.5,3.3,0.6,4.3,2.6,1.5,30.5,79.0,0.3,0.5,11.7,0.0,7.3,1.2,Census Tract 209; San Francisco County; California,6,75,20900
1400000US06075021000,4512,43.8,6.3,3.9,3.0,1.0,4.5,31.9,18.1,11.3,3.6,4.0,9.0,2.3,1.2,34.9,77.0,0.6,0.8,15.6,0.0,3.2,2.8,Census Tract 210; San Francisco County; California,6,75,21000
1400000US06075021100,4219,52.5,2.5,2.0,2.3,3.4,5.2,26.2,19.9,15.2,8.4,7.8,3.7,2.7,0.9,38.4,84.1,1.8,0.0,7.2,0.0,3.2,3.7,Census Tract 211; San Francisco County; California,6,75,21100
1400000US06075021200,2812,54.3,5.4,3.2,3.9,3.8,2.7,13.8,25.2,14.7,10.8,6.9,6.1,2.1,1.3,41.2,90.5,0.7,0.5,5.4,0.0,0.0,2.8,Census Tract 212; San Francisco County; California,6,75,21200
1400000US06075021300,2562,52.3,7.7,3.2,2.6,1.2,3.3,17.0,24.5,13.2,8.7,9.1,7.1,1.8,0.7,39.9,86.5,0.0,0.3,7.9,0.0,0.4,4.9,Census Tract 213; San Francisco County; California,6,75,21300
1400000US06075021400,3419,42.7,5.8,2.2,1.8,4.6,4.2,28.6,20.9,12.3,6.4,4.1,5.1,2.6,1.3,36.6,79.8,0.8,0.4,9.4,0.0,0.8,8.8,Census Tract 214; San Francisco County; California,6,75,21400
1400000US06075021500,5214,53.9,6.7,3.1,1.3,1.4,7.2,25.4,22.0,15.6,7.2,2.3,3.6,3.0,1.3,37.5,78.6,2.0,0.0,11.1,0.0,4.7,3.5,Census Tract 215; San Francisco County; California,6,75,21500
1400000US06075021600,4069,50.4,3.9,2.7,4.2,3.9,4.2,15.4,20.0,19.8,8.0,5.0,6.8,2.0,4.3,42.8,65.0,12.6,0.0,15.0,1.0,4.1,2.2,Census Tract 216; San Francisco County; California,6,75,21600
1400000US06075021700,3941,50.7,6.4,1.9,3.4,4.5,3.7,12.5,12.8,18.7,11.3,8.5,8.7,5.7,2.0,47.6,65.8,4.9,1.4,18.2,0.0,4.7,4.9,Census Tract 217; San Francisco County; California,6,75,21700
1400000US06075021800,4297,49.5,7.2,2.6,1.1,3.1,5.1,14.4,24.4,15.8,5.6,10.0,8.0,1.9,1.0,40.9,81.3,0.3,0.5,9.8,0.0,2.0,6.1,Census Tract 218; San Francisco County; California,6,75,21800
1400000US06075022600,1277,51.6,2.5,0.9,1.7,0.0,2.3,37.2,27.6,12.1,3.5,10.2,0.0,1.3,0.8,37.5,62.8,8.0,3.3,22.1,0.0,0.9,3.0,Census Tract 226; San Francisco County; California,6,75,22600
1400000US06075022702,2212,49.1,5.1,3.8,4.7,4.2,2.9,21.2,25.0,18.1,5.5,2.4,3.8,1.9,1.4,37.4,79.2,0.0,0.0,12.4,0.0,3.5,4.9,Census Tract 227.02; San Francisco County; California,6,75,22702
1400000US06075022704,3118,56.5,6.2,0.7,1.5,1.7,2.5,25.3,24.4,15.3,7.1,5.0,6.0,3.0,1.3,38.6,82.0,0.5,0.3,11.5,0.0,1.1,4.5,Census Tract 227.04; San Francisco County; California,6,75,22704
1400000US06075022801,4558,61.4,3.8,3.3,2.9,5.0,13.7,25.2,25.3,8.7,3.9,2.2,3.6,1.9,0.5,32.4,76.0,3.0,0.0,9.0,0.0,9.5,2.5,Census Tract 228.01; San Francisco County; California,6,75,22801
1400000US06075022802,2137,48.2,1.2,3.8,0.8,5.5,6.4,17.9,22.6,13.4,4.8,10.1,3.4,6.0,3.9,40.3,60.7,1.6,5.7,23.0,0.0,6.9,2.1,Census Tract 228.02; San Francisco County; California,6,75,22802
1400000US06075022803,4698,56.1,6.8,4.0,1.9,4.1,8.0,31.5,16.8,9.1,5.2,3.3,4.7,3.0,1.6,32.9,67.8,1.0,0.1,13.6,0.0,13.0,4.5,Census Tract 228.03; San Francisco County; California,6,75,22803
1400000US06075022901,4079,52.7,4.7,3.8,3.3,8.1,6.8,29.1,18.6,7.9,6.3,4.1,4.3,3.1,0.0,33.5,69.2,7.3,0.0,15.2,0.0,5.7,2.6,Census Tract 229.01; San Francisco County; California,6,75,22901
1400000US06075022902,2769,47.2,7.6,3.6,6.2,3.1,14.1,18.9,16.3,13.1,3.9,3.8,5.7,3.6,0.0,33.3,70.1,4.4,0.0,9.5,0.0,9.1,6.8,Census Tract 229.02; San Francisco County; California,6,75,22902
1400000US06075022903,3274,54.2,4.2,6.0,2.7,7.8,14.4,21.8,16.3,16.5,2.1,1.3,4.7,1.3,0.8,32.3,75.7,1.7,1.8,14.1,0.0,2.6,4.0,Census Tract 229.03; San Francisco County; California,6,75,22903
1400000US06075023001,5385,50.5,7.4,3.6,6.3,8.6,9.1,11.7,9.6,14.8,6.6,5.6,8.7,5.1,2.9,41.0,25.7,21.5,1.8,47.9,0.0,1.9,1.2,Census Tract 230.01; San Francisco County; California,6,75,23001
1400000US06075023003,3737,49.7,3.9,6.3,6.0,6.1,6.7,12.8,15.4,18.6,5.7,4.9,6.2,4.7,2.6,40.8,17.2,32.0,0.2,44.4,0.0,3.1,2.9,Census Tract 230.03; San Francisco County; California,6,75,23003
1400000US06075023102,3482,49.4,5.3,8.4,8.8,9.9,5.0,19.2,14.8,10.7,2.9,6.2,4.9,2.4,1.4,31.5,21.4,64.9,0.0,11.3,1.1,0.2,1.0,Census Tract 231.02; San Francisco County; California,6,75,23102
1400000US06075023103,3959,47.3,16.0,14.4,9.1,9.8,9.9,9.1,15.1,7.6,2.7,2.9,1.9,1.6,0.0,20.3,14.6,64.9,0.8,4.6,8.7,1.8,4.5,Census Tract 231.03; San Francisco County; California,6,75,23103
1400000US06075023200,4444,47.3,6.5,5.5,5.2,13.2,9.1,12.4,8.9,17.2,6.6,4.2,6.5,3.5,1.2,32.7,32.8,44.1,4.5,11.6,0.0,6.1,0.8,Census Tract 232; San Francisco County; California,6,75,23200
1400000US06075023300,2710,53.7,4.8,5.2,5.0,6.1,10.4,13.0,13.4,20.8,9.8,5.2,3.8,2.5,0.0,39.6,8.8,17.2,0.0,59.9,0.0,11.9,2.3,Census Tract 233; San Francisco County; California,6,75,23300
1400000US06075023400,3536,42.2,12.1,4.8,10.1,5.7,5.1,14.4,17.8,10.6,3.2,5.1,5.6,4.0,1.4,33.8,43.1,18.8,0.0,15.8,1.3,19.5,1.5,Census Tract 234; San Francisco County; California,6,75,23400
1400000US06075025100,3226,50.6,10.4,2.9,2.0,2.9,3.7,18.4,23.2,15.9,6.4,3.8,6.4,3.8,0.2,37.6,75.6,3.1,0.6,12.6,0.0,1.1,7.0,Census Tract 251; San Francisco County; California,6,75,25100
1400000US06075025200,5387,50.0,5.6,3.3,3.0,8.1,7.2,17.4,20.5,14.9,6.7,5.3,5.0,2.6,0.2,37.0,74.1,6.0,0.3,11.9,0.4,4.3,3.0,Census Tract 252; San Francisco County; California,6,75,25200
1400000US06075025300,4956,52.1,6.4,4.7,2.8,1.9,7.4,23.4,19.8,13.9,7.1,4.0,3.4,4.3,0.8,36.5,71.1,5.1,0.2,8.2,0.3,11.3,3.7,Census Tract 253; San Francisco County; California,6,75,25300
1400000US06075025401,3862,53.4,6.4,4.2,4.3,6.5,6.3,19.0,16.6,15.2,7.2,5.4,6.9,1.9,0.0,37.7,65.7,2.5,1.3,15.5,0.6,7.9,6.5,Census Tract 254.01; San Francisco County; California,6,75,25401
1400000US06075025402,2977,51.5,5.8,3.7,2.9,7.8,7.0,10.2,18.0,19.7,9.7,4.5,7.6,3.1,0.1,40.5,58.9,2.9,0.0,29.6,3.7,3.7,1.3,Census Tract 254.02; San Francisco County; California,6,75,25402
1400000US06075025403,4591,46.9,6.6,4.7,5.8,5.1,3.3,21.2,18.7,16.2,3.9,4.8,7.2,2.2,0.4,36.3,52.4,8.7,1.9,21.7,0.0,8.8,6.6,Census Tract 254.03; San Francisco County; California,6,75,25403
1400000US06075025500,7866,51.8,7.4,4.9,2.4,5.1,6.6,15.1,20.9,9.6,6.3,4.6,8.3,5.4,3.3,39.2,48.2,0.7,0.6,38.6,0.0,9.1,2.8,"Census Tract 255, San Francisco County, California",6,75,25500
1400000US06075025600,5681,54.2,5.3,6.0,5.1,6.7,7.4,12.6,13.0,17.7,6.1,4.0,8.6,5.5,2.0,39.5,27.5,0.9,0.2,60.3,0.3,7.3,3.5,Census Tract 256; San Francisco County; California,6,75,25600
1400000US06075025701,4408,54.2,5.3,6.3,5.9,5.9,5.5,14.1,13.8,16.2,10.0,4.6,7.6,2.9,1.8,39.8,27.4,1.9,0.0,63.2,0.0,5.4,2.1,Census Tract 257.01; San Francisco County; California,6,75,25701
1400000US06075025702,3635,47.7,4.8,3.5,6.1,8.0,3.2,11.7,15.9,13.7,4.0,9.4,8.0,8.6,3.1,44.0,31.6,2.8,0.0,60.0,0.0,1.6,4.1,Census Tract 257.02; San Francisco County; California,6,75,25702
1400000US06075025800,1943,40.5,9.0,5.1,3.0,2.4,5.0,16.9,15.3,14.1,7.6,7.5,7.2,3.8,3.3,38.1,33.1,2.0,0.4,63.0,1.0,0.0,0.4,Census Tract 258; San Francisco County; California,6,75,25800
1400000US06075025900,4517,49.7,9.5,6.3,5.7,5.4,4.4,12.4,14.8,14.6,5.5,7.1,6.0,6.2,2.1,38.9,30.2,13.5,0.0,44.0,0.0,8.5,3.9,Census Tract 259; San Francisco County; California,6,75,25900
1400000US06075026001,5778,47.9,5.5,4.1,4.4,7.0,6.7,15.2,14.0,19.3,3.7,6.5,8.2,4.4,1.1,40.5,49.4,1.5,1.0,41.6,0.2,4.6,1.7,Census Tract 260.01; San Francisco County; California,6,75,26001
1400000US06075026002,4482,45.2,1.5,4.5,2.9,4.1,6.1,13.3,12.7,18.5,6.3,4.5,3.8,7.9,13.8,47.8,52.6,3.1,0.4,33.2,0.0,8.7,2.1,Census Tract 260.02; San Francisco County; California,6,75,26002
1400000US06075026003,4697,49.9,5.6,4.7,4.6,6.9,4.1,17.2,15.5,15.8,10.7,4.6,5.0,3.7,1.3,39.2,48.9,1.0,0.5,26.1,0.0,22.9,0.6,Census Tract 260.03; San Francisco County; California,6,75,26003
1400000US06075026004,4257,47.7,8.3,5.8,6.3,5.8,7.1,10.3,18.5,15.5,5.0,3.8,7.4,4.4,1.8,39.4,28.0,0.2,1.4,48.7,0.0,17.0,4.6,Census Tract 260.04; San Francisco County; California,6,75,26004
1400000US06075026100,6445,48.2,4.5,4.3,5.8,4.5,9.2,15.1,15.5,16.3,4.8,5.1,7.9,3.8,3.1,38.8,29.7,0.5,0.5,61.4,0.6,4.7,2.5,Census Tract 261; San Francisco County; California,6,75,26100
1400000US06075026200,7267,50.0,5.2,5.6,5.2,4.1,5.7,18.6,16.1,14.4,5.2,4.7,7.6,6.2,1.5,37.5,34.7,2.2,0.1,54.9,0.0,5.7,2.4,"Census Tract 262, San Francisco County, California",6,75,26200
1400000US06075026301,4406,50.4,4.2,4.9,5.7,8.5,7.9,11.2,13.4,17.4,8.9,3.2,8.3,5.5,1.0,41.0,26.6,0.0,0.0,60.9,0.0,9.1,3.3,Census Tract 263.01; San Francisco County; California,6,75,26301
1400000US06075026302,4694,46.8,5.0,5.4,7.7,6.5,8.3,11.0,16.0,18.4,5.0,5.6,6.3,3.4,1.4,37.0,31.8,6.1,3.1,44.8,2.5,9.6,2.0,Census Tract 263.02; San Francisco County; California,6,75,26302
1400000US06075026303,5095,51.2,4.7,4.7,5.4,6.6,6.1,13.5,15.7,13.5,9.9,6.6,5.0,4.8,3.6,39.1,20.0,2.6,0.2,55.7,4.7,14.9,1.9,Census Tract 263.03; San Francisco County; California,6,75,26303
1400000US06075026401,4105,51.2,2.6,5.9,7.4,8.9,6.0,11.4,15.1,16.1,8.0,5.0,8.7,4.6,0.3,39.3,13.2,11.1,0.0,70.5,0.4,1.9,3.0,Census Tract 264.01; San Francisco County; California,6,75,26401
1400000US06075026402,4032,52.1,3.4,4.0,4.7,9.2,7.7,9.1,19.1,18.4,8.4,3.7,6.8,3.8,1.5,42.3,21.2,16.8,0.6,54.5,0.0,4.4,2.5,Census Tract 264.02; San Francisco County; California,6,75,26402
1400000US06075026403,4231,49.9,5.2,5.3,2.9,10.4,7.6,11.3,11.1,17.1,9.1,5.1,7.4,5.6,2.1,40.9,13.3,4.0,1.6,79.8,0.0,0.6,0.7,Census Tract 264.03; San Francisco County; California,6,75,26403
1400000US06075026404,2626,50.8,6.5,11.1,5.0,3.8,11.3,16.1,9.8,11.2,6.8,7.3,4.5,5.6,1.0,31.7,8.8,16.2,0.0,65.9,1.5,6.1,1.6,Census Tract 264.04; San Francisco County; California,6,75,26404
1400000US06075030101,4222,46.5,4.5,1.5,1.2,2.0,7.0,38.7,19.6,9.4,7.5,3.6,2.8,1.1,1.1,32.7,69.0,0.0,0.0,21.2,0.0,3.3,6.4,Census Tract 301.01; San Francisco County; California,6,75,30101
1400000US06075030102,4641,51.1,8.1,3.9,1.3,0.5,5.1,26.5,18.0,7.6,9.1,4.8,5.0,8.3,1.8,37.6,66.6,1.5,1.3,22.1,0.4,1.2,6.8,Census Tract 301.02; San Francisco County; California,6,75,30102
1400000US06075030201,3948,45.2,4.0,3.2,1.9,1.2,7.9,21.5,19.4,10.8,9.5,6.3,6.6,4.9,2.8,39.5,53.3,0.6,0.5,39.8,1.1,1.5,3.2,Census Tract 302.01; San Francisco County; California,6,75,30201
1400000US06075030202,4413,54.1,4.3,0.5,1.5,1.4,8.2,31.8,19.1,13.2,6.1,3.2,4.9,4.4,1.4,35.8,66.8,3.2,0.0,23.2,0.0,1.6,5.1,Census Tract 302.02; San Francisco County; California,6,75,30202
1400000US06075030301,5728,50.9,5.6,4.4,1.5,1.6,4.6,28.3,18.2,7.8,4.4,6.2,8.1,5.4,3.8,36.2,45.8,1.9,1.5,47.8,0.0,0.6,2.5,Census Tract 303.01; San Francisco County; California,6,75,30301
1400000US06075030302,3763,51.7,2.3,5.4,5.4,7.4,8.1,9.3,15.4,19.8,7.1,4.5,6.6,6.2,2.3,43.3,51.5,0.3,0.7,42.4,0.0,1.5,3.6,Census Tract 303.02; San Francisco County; California,6,75,30302
1400000US06075030400,5169,48.7,5.3,4.5,7.3,5.6,3.9,10.5,17.2,17.9,6.4,6.1,7.2,5.6,2.2,43.6,52.6,0.3,0.0,39.8,0.0,3.5,3.8,Census Tract 304; San Francisco County; California,6,75,30400
1400000US06075030500,3332,46.9,4.4,2.2,3.9,7.4,0.0,5.2,10.7,13.1,7.4,6.8,13.0,16.0,9.8,57.2,45.1,9.0,0.9,29.5,0.5,10.4,4.6,Census Tract 305; San Francisco County; California,6,75,30500
1400000US06075030600,2098,54.5,5.5,4.3,7.2,4.6,2.4,5.1,20.2,21.4,9.9,3.3,10.2,4.7,1.1,45.6,74.1,0.7,0.0,23.1,0.0,0.6,1.6,Census Tract 306; San Francisco County; California,6,75,30600
1400000US06075030700,6102,50.6,3.8,6.4,3.5,3.8,1.0,11.2,19.0,17.9,9.6,6.3,8.5,6.5,2.4,45.4,62.7,1.0,0.1,26.8,0.0,0.9,8.5,Census Tract 307; San Francisco County; California,6,75,30700
1400000US06075030800,5656,48.9,5.0,5.0,8.0,2.8,3.0,15.3,13.7,14.4,9.1,8.3,8.0,4.4,3.0,44.0,57.7,0.0,0.0,35.7,0.2,3.8,2.6,Census Tract 308; San Francisco County; California,6,75,30800
1400000US06075030900,6799,48.8,6.6,5.7,4.2,4.3,4.4,8.5,13.6,14.7,7.9,9.8,8.0,7.9,4.2,46.5,53.5,2.6,0.0,40.8,0.2,0.7,2.1,Census Tract 309; San Francisco County; California,6,75,30900
1400000US06075031000,3240,52.8,4.0,6.9,4.8,3.1,7.6,5.1,15.4,23.2,8.0,4.4,6.1,8.4,2.9,46.1,62.5,2.7,0.0,29.8,0.0,2.2,2.9,Census Tract 310; San Francisco County; California,6,75,31000
1400000US06075031100,7041,50.1,4.9,3.1,4.8,3.2,5.1,21.6,17.7,16.0,7.3,5.1,7.5,3.5,0.2,39.4,53.8,3.9,0.5,33.8,0.0,1.8,6.2,Census Tract 311; San Francisco County; California,6,75,31100
1400000US06075031201,5704,52.9,3.6,4.7,5.6,5.0,6.6,19.0,10.4,17.4,8.2,7.3,5.9,5.0,1.2,40.1,30.2,5.3,0.0,52.8,0.5,8.4,2.8,Census Tract 312.01; San Francisco County; California,6,75,31201
1400000US06075031202,2884,51.1,3.4,5.0,5.8,6.1,11.9,10.6,17.6,12.0,4.9,6.5,11.0,2.3,3.0,38.4,20.8,18.1,0.0,54.5,0.0,0.0,6.7,Census Tract 312.02; San Francisco County; California,6,75,31202
1400000US06075031301,3894,46.7,0.8,4.4,10.0,6.7,8.0,18.1,16.9,9.3,5.3,7.6,5.4,4.2,3.5,37.0,23.0,16.8,0.0,41.6,0.0,12.6,6.0,Census Tract 313.01; San Francisco County; California,6,75,31301
1400000US06075031302,6058,45.3,1.0,4.2,5.9,5.9,12.1,16.4,15.5,15.9,6.4,4.6,7.3,4.0,0.7,37.3,18.9,20.9,0.0,50.6,0.0,6.5,3.1,Census Tract 313.02; San Francisco County; California,6,75,31302
1400000US06075031400,6133,55.8,3.5,6.3,8.1,5.9,7.2,18.4,14.1,14.7,3.7,9.0,4.8,2.9,1.4,36.6,26.0,25.2,0.3,43.2,0.0,2.9,2.4,"Census Tract 314, San Francisco County, California",6,75,31400
1400000US06075032601,4361,48.5,2.3,5.7,2.2,5.3,10.3,17.8,17.4,9.7,8.3,8.6,7.4,3.8,1.3,36.7,37.7,0.3,1.1,56.9,0.0,1.8,2.1,Census Tract 326.01; San Francisco County; California,6,75,32601
1400000US06075032602,4498,46.3,3.1,4.4,6.1,7.2,5.8,12.7,18.7,13.4,6.3,6.2,5.0,6.3,4.8,42.5,26.6,0.0,0.0,70.1,0.0,0.3,3.0,Census Tract 326.02; San Francisco County; California,6,75,32602
1400000US06075032700,6669,50.2,6.2,3.2,3.1,4.1,8.8,17.5,12.2,14.1,8.5,6.4,6.1,6.2,3.7,40.6,38.7,0.3,0.0,55.4,0.1,0.9,4.5,Census Tract 327; San Francisco County; California,6,75,32700
1400000US06075032801,4585,51.3,5.5,4.2,2.2,2.5,4.4,14.6,18.7,11.6,4.9,6.5,13.8,7.3,3.8,43.9,36.6,0.5,0.0,61.1,0.0,0.0,1.8,Census Tract 328.01; San Francisco County; California,6,75,32801
1400000US06075032802,3982,51.3,5.2,5.0,3.8,5.1,4.2,10.9,13.3,17.3,5.7,9.3,8.4,7.9,3.8,47.0,29.6,2.4,0.0,64.6,0.0,0.0,3.3,Census Tract 328.02; San Francisco County; California,6,75,32802
1400000US06075032901,5636,47.7,4.7,3.8,4.7,8.1,7.6,13.8,8.9,17.3,7.8,5.1,9.9,4.5,3.7,43.3,33.2,1.8,0.0,59.9,0.0,0.6,4.5,Census Tract 329.01; San Francisco County; California,6,75,32901
1400000US06075032902,3612,51.6,3.6,6.1,5.3,3.6,7.1,12.9,15.0,12.8,10.3,4.8,8.7,6.4,3.4,43.4,30.5,0.0,0.7,67.3,0.0,0.0,1.4,Census Tract 329.02; San Francisco County; California,6,75,32902
1400000US06107002203,4246,49.0,7.9,9.1,14.1,9.4,8.7,12.7,14.3,13.8,2.3,1.4,4.2,1.1,0.9,25.8,77.8,5.5,0.3,1.0,0.0,14.5,0.9,Census Tract 22.03; Tulare County; California,6,107,2203
1400000US06107002204,6001,48.9,10.9,9.6,8.9,7.8,8.3,16.1,14.1,7.8,5.8,3.0,4.0,3.0,0.6,28.5,75.1,4.8,0.0,7.3,0.0,11.9,0.8,Census Tract 22.04; Tulare County; California,6,107,2204
