GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Name,State,County,Tract
1400000US06001441923,5127,48.7,7.5,5.4,5.5,3.2,2.3,40.1,8.4,9.1,0.4,2.2,5.0,7.5,3.4,31.9,18.6,4.4,0.3,65.1,0.0,5.4,6.2,Census Tract 4419.23; Alameda County; California,6,1,441923
1400000US06001441924,6134,48.8,9.4,6.0,5.2,4.7,3.6,21.2,17.5,14.6,5.2,4.9,5.1,2.0,0.6,35.0,28.7,1.0,0.0,56.3,0.0,4.8,9.3,Census Tract 4419.24; Alameda County; California,6,1,441924
1400000US06001441925,5809,50.9,9.0,2.4,2.3,1.7,6.6,40.5,17.6,9.4,2.9,2.6,2.9,1.7,0.2,32.3,35.9,2.0,0.0,50.1,0.0,8.7,3.3,"Census Tract 4419.25, Alameda County, California",6,1,441925
1400000US06001441926,3307,46.9,6.7,10.2,7.5,4.6,3.0,22.6,18.1,11.9,6.1,2.2,4.5,1.9,0.6,33.9,37.9,9.7,0.0,28.7,7.3,14.2,2.0,Census Tract 4419.26; Alameda County; California,6,1,441926
1400000US06001441927,3387,45.1,7.2,3.3,6.3,2.8,4.3,36.6,11.0,9.4,3.0,3.3,6.4,3.0,3.4,30.7,29.2,5.2,0.0,54.1,3.5,6.7,1.3,Census Tract 4419.27; Alameda County; California,6,1,441927
1400000US06001442000,3457,49.1,3.2,5.8,11.8,11.1,5.0,5.5,14.2,23.7,6.9,3.7,6.4,2.8,0.0,42.7,23.0,0.0,0.0,72.0,0.0,0.8,4.2,Census Tract 4420; Alameda County; California,6,1,442000
1400000US06001442100,5103,55.8,4.4,7.4,9.5,8.5,3.3,6.5,17.7,17.7,7.1,5.1,8.1,3.4,1.1,39.9,16.9,0.2,0.0,78.5,2.5,0.4,1.5,Census Tract 4421; Alameda County; California,6,1,442100
1400000US06001442200,6648,50.1,4.9,9.2,9.4,6.1,1.9,4.4,20.8,20.9,4.2,4.8,6.1,5.7,1.6,42.6,31.8,0.3,0.0,62.2,0.0,2.9,2.8,Census Tract 4422; Alameda County; California,6,1,442200
1400000US06001442301,4472,47.3,7.0,6.6,6.7,6.0,3.9,12.3,15.3,20.1,4.7,5.7,7.3,3.5,0.9,40.3,45.5,1.4,0.9,39.2,0.0,9.0,3.9,Census Tract 4423.01; Alameda County; California,6,1,442301
1400000US06001442302,4735,52.0,7.8,7.8,7.0,5.6,3.0,27.6,12.6,10.6,4.3,3.7,6.8,3.1,0.3,32.2,32.1,5.4,1.0,53.1,0.0,4.6,3.8,Census Tract 4423.02; Alameda County; California,6,1,442302
1400000US06001442400,6418,52.0,3.9,5.9,6.2,7.0,7.4,13.9,20.0,18.8,4.0,4.8,5.2,2.8,0.2,37.5,40.8,1.9,4.0,34.6,0.0,13.4,5.2,Census Tract 4424; Alameda County; California,6,1,442400
1400000US06001442500,6687,50.1,8.0,3.6,6.3,7.5,7.1,12.4,16.0,17.8,7.6,3.6,5.4,3.7,0.9,37.6,48.6,1.2,0.0,33.8,3.0,12.1,1.3,"Census Tract 4425, Alameda County, California",6,1,442500
1400000US06001442601,3711,48.5,4.2,7.8,7.0,9.0,5.5,8.5,12.8,20.7,5.3,1.9,5.5,7.0,4.8,42.4,57.6,1.3,0.3,25.6,0.0,9.1,6.1,Census Tract 4426.01; Alameda County; California,6,1,442601
1400000US06001442602,5029,49.0,7.6,9.9,8.0,5.2,4.3,13.9,13.9,18.1,4.1,4.1,4.0,5.3,1.4,36.8,49.7,4.4,0.0,29.9,0.4,10.6,5.1,Census Tract 4426.02; Alameda County; California,6,1,442602
1400000US06001442700,2646,55.6,6.0,5.1,5.9,3.4,3.7,12.4,20.3,12.0,6.0,5.1,10.3,7.9,1.9,41.6,64.7,0.7,0.3,24.0,1.2,4.0,5.0,Census Tract 4427; Alameda County; California,6,1,442700
1400000US06001442800,2602,49.5,4.9,6.9,6.0,5.0,3.0,18.1,12.5,18.1,5.3,6.5,8.0,4.7,1.1,40.9,41.9,3.7,0.0,33.2,0.0,13.3,7.9,Census Tract 4428; Alameda County; California,6,1,442800
1400000US06001442900,6813,50.0,7.9,6.7,5.4,5.9,7.1,14.8,16.2,14.6,7.6,2.1,8.2,2.8,0.7,36.5,46.1,2.7,1.0,34.3,0.0,7.8,8.0,Census Tract 4429; Alameda County; California,6,1,442900
1400000US06001443001,3420,49.3,11.0,7.3,8.5,10.0,7.2,14.3,12.7,13.4,4.7,2.8,6.1,2.2,0.0,30.1,46.5,8.8,0.0,25.1,0.0,12.1,7.5,Census Tract 4430.01; Alameda County; California,6,1,443001
1400000US06001443002,5583,50.1,5.7,5.5,6.3,7.1,6.7,11.9,17.5,16.9,6.9,5.6,7.5,2.5,0.0,39.3,41.3,1.3,0.6,32.9,0.0,18.8,5.2,Census Tract 4430.02; Alameda County; California,6,1,443002
1400000US06001443102,5313,51.3,5.9,8.2,6.0,6.3,4.4,14.0,18.1,15.1,9.0,3.9,7.5,1.7,0.0,38.3,22.5,1.8,1.3,67.5,0.0,3.9,3.1,Census Tract 4431.02; Alameda County; California,6,1,443102
1400000US06001443103,4685,43.0,3.0,5.7,7.8,7.4,5.1,7.0,12.0,19.6,5.9,5.4,10.4,7.5,3.2,45.9,25.5,0.0,0.0,72.6,0.0,0.0,1.9,Census Tract 4431.03; Alameda County; California,6,1,443103
1400000US06001443104,5186,46.1,4.7,9.4,9.8,7.5,4.9,6.2,18.9,21.7,6.7,2.9,3.7,2.7,1.0,38.7,29.3,1.1,0.0,65.9,0.0,1.0,2.8,Census Tract 4431.04; Alameda County; California,6,1,443104
1400000US06001443105,4719,50.7,3.1,7.4,12.5,10.8,2.2,5.1,16.0,24.1,5.7,5.1,3.2,3.8,0.9,40.9,15.8,1.8,0.0,79.0,0.4,1.3,1.7,Census Tract 4431.05; Alameda County; California,6,1,443105
1400000US06001443200,3747,47.6,3.5,7.4,10.8,6.4,3.9,7.0,13.2,24.4,9.0,6.3,4.8,2.3,1.0,43.7,24.3,1.0,0.0,67.8,0.0,0.9,6.0,Census Tract 4432; Alameda County; California,6,1,443200
1400000US06001443301,4169,51.1,7.5,10.5,7.0,4.5,4.0,9.8,18.5,18.0,8.3,4.9,3.0,3.4,0.6,39.1,36.5,2.3,0.0,53.4,2.6,1.2,4.0,Census Tract 4433.01; Alameda County; California,6,1,443301
1400000US06001443321,3222,50.2,8.6,9.1,5.0,4.1,4.3,24.5,18.1,14.1,3.1,1.6,4.4,3.3,0.0,32.0,20.8,7.3,0.0,68.7,0.0,0.9,2.4,Census Tract 4433.21; Alameda County; California,6,1,443321
1400000US06001443322,2834,53.4,6.8,7.8,9.9,5.7,3.6,6.1,21.5,18.2,7.6,3.4,4.3,5.0,0.0,40.4,34.4,7.4,0.0,48.2,0.6,1.7,7.7,Census Tract 4433.22; Alameda County; California,6,1,443322
1400000US06001444100,7556,50.1,7.2,5.7,4.3,6.2,6.7,11.2,12.5,14.4,9.1,4.4,11.1,4.8,2.5,41.7,58.1,2.6,0.0,21.8,5.2,9.2,3.0,Census Tract 4441; Alameda County; California,6,1,444100
1400000US06001444200,6117,45.3,6.9,7.2,7.3,6.1,7.6,13.1,18.0,15.5,5.4,3.6,6.9,2.0,0.5,35.8,48.8,4.3,0.0,27.6,1.8,5.0,12.4,Census Tract 4442; Alameda County; California,6,1,444200
1400000US06001444301,4007,51.4,9.2,10.9,8.1,4.3,8.1,13.9,14.8,10.8,10.9,2.2,4.6,2.2,0.0,33.0,47.8,2.2,0.0,21.0,0.0,17.9,11.1,Census Tract 4443.01; Alameda County; California,6,1,444301
1400000US06001444302,4402,48.8,6.2,6.9,7.5,5.8,8.5,21.0,14.1,13.7,5.7,3.9,4.7,1.5,0.5,31.7,35.1,12.2,2.3,22.7,7.5,9.2,11.0,"Census Tract 4443.02, Alameda County, California",6,1,444302
1400000US06001444400,5149,51.3,9.0,5.1,8.0,8.9,6.7,17.9,12.6,12.2,8.2,3.8,3.4,3.1,1.1,31.6,45.3,2.8,1.4,14.0,0.0,29.7,6.8,Census Tract 4444; Alameda County; California,6,1,444400
1400000US06001444500,5994,52.9,5.7,8.6,5.3,5.5,7.4,18.6,19.8,13.3,4.9,5.0,3.6,1.6,0.7,34.4,40.4,2.4,0.0,28.4,0.3,25.6,3.0,Census Tract 4445; Alameda County; California,6,1,444500
1400000US06001444601,4575,50.0,4.7,5.4,9.9,6.9,6.3,12.9,13.7,17.6,8.5,4.3,6.1,3.8,0.0,37.7,47.3,8.1,0.0,29.6,3.1,8.5,3.5,Census Tract 4446.01; Alameda County; California,6,1,444601
1400000US06001444602,4181,50.4,7.4,7.1,3.9,2.2,4.1,24.3,17.4,16.1,7.3,2.1,2.5,3.5,2.1,35.3,24.1,1.8,0.0,54.5,0.0,16.0,3.6,Census Tract 4446.02; Alameda County; California,6,1,444602
1400000US06001450101,3302,47.8,8.4,8.2,3.1,2.9,6.8,22.7,22.7,11.0,2.2,7.2,3.2,1.5,0.0,34.2,50.0,5.7,0.2,36.8,0.0,3.5,3.8,Census Tract 4501.01; Alameda County; California,6,1,450101
1400000US06001450102,9163,63.8,5.5,3.7,1.7,5.0,10.0,25.9,26.3,15.8,3.2,1.3,1.4,0.2,0.2,34.3,41.5,23.9,1.5,16.5,0.3,9.1,7.2,Census Tract 4501.02; Alameda County; California,6,1,450102
1400000US06001450200,4907,46.9,5.3,4.3,6.2,6.9,10.2,24.8,14.6,14.5,5.4,3.4,3.7,0.7,0.2,31.4,62.2,5.7,0.0,16.5,11.0,0.8,3.8,Census Tract 4502; Alameda County; California,6,1,450200
1400000US06001450300,4175,49.3,8.3,8.3,6.6,7.3,3.9,15.8,18.2,15.1,4.3,3.7,7.4,0.7,0.2,34.9,69.7,6.4,0.0,16.0,0.0,2.6,5.4,Census Tract 4503; Alameda County; California,6,1,450300
1400000US06001450400,5729,48.2,7.9,6.9,7.2,7.8,6.0,16.7,15.6,16.7,2.9,3.6,3.9,3.7,1.0,34.3,75.9,0.9,0.0,14.0,0.0,3.4,5.8,Census Tract 4504; Alameda County; California,6,1,450400
1400000US06001450501,3101,52.1,8.4,4.0,3.9,7.9,8.4,11.2,17.3,14.5,8.1,6.6,4.4,5.1,0.3,38.8,81.4,3.4,0.0,10.9,0.0,2.8,1.5,Census Tract 4505.01; Alameda County; California,6,1,450501
1400000US06001450502,3948,48.4,4.4,7.8,5.7,8.0,4.9,3.9,17.4,23.2,14.2,4.9,2.7,2.8,0.0,44.1,66.9,2.9,0.0,24.6,0.0,1.1,4.5,Census Tract 4505.02; Alameda County; California,6,1,450502
1400000US06001450601,3098,47.9,2.0,4.6,6.2,11.1,3.2,7.4,12.9,19.0,8.0,11.3,10.3,3.8,0.2,47.1,73.5,0.0,0.0,18.6,0.0,5.9,2.0,Census Tract 4506.01; Alameda County; California,6,1,450601
1400000US06001450602,8561,50.3,5.5,7.9,7.9,6.6,4.6,11.5,17.1,16.5,5.7,6.3,6.2,3.1,1.2,38.7,60.4,3.4,0.1,22.1,0.0,8.6,5.3,"Census Tract 4506.02, Alameda County, California",6,1,450602
1400000US06001450603,4490,55.8,10.8,10.7,7.0,3.2,6.6,10.9,16.7,15.1,5.2,7.6,4.1,1.9,0.1,35.4,72.3,0.0,0.2,21.9,0.0,2.2,3.3,Census Tract 4506.03; Alameda County; California,6,1,450603
1400000US06001450604,4580,51.0,8.6,7.9,5.4,5.6,2.2,8.1,17.8,14.8,10.1,4.2,10.8,3.6,0.8,42.0,85.3,2.0,0.0,8.9,0.0,3.2,0.6,Census Tract 4506.04; Alameda County; California,6,1,450604
1400000US06001450605,3638,47.5,4.5,9.4,9.0,7.8,3.3,5.6,15.4,18.2,4.3,8.3,7.5,6.5,0.2,42.9,80.0,0.0,0.0,15.1,0.0,0.7,4.1,Census Tract 4506.05; Alameda County; California,6,1,450605
1400000US06001450606,5843,50.9,5.6,7.1,6.9,9.0,5.1,9.4,11.3,22.5,10.1,4.6,4.4,3.0,0.9,41.0,67.2,5.0,1.7,21.0,0.0,1.0,4.1,Census Tract 4506.06; Alameda County; California,6,1,450606
1400000US06001450607,4630,44.6,6.0,5.3,7.1,8.6,3.2,14.3,15.9,18.3,3.0,2.1,5.6,6.0,4.5,37.3,62.9,2.6,0.0,20.6,0.8,10.4,2.8,Census Tract 4506.07; Alameda County; California,6,1,450607
1400000US06001450701,7720,50.9,4.9,8.9,11.4,9.3,3.7,2.8,16.4,23.0,6.9,4.6,6.3,1.4,0.4,43.1,70.5,1.6,0.0,21.6,0.0,1.4,4.9,Census Tract 4507.01; Alameda County; California,6,1,450701
1400000US06001450741,4429,45.3,5.4,5.7,6.8,8.2,4.2,14.5,14.1,13.7,3.4,7.2,8.6,4.3,3.9,39.2,81.8,0.7,0.2,10.3,0.0,5.1,1.9,Census Tract 4507.41; Alameda County; California,6,1,450741
1400000US06001450742,4387,45.4,7.1,7.2,6.5,6.1,2.9,10.1,16.5,17.3,7.2,4.9,8.3,3.9,1.9,40.7,75.3,1.6,1.0,16.2,0.0,2.3,3.6,Census Tract 4507.42; Alameda County; California,6,1,450742
1400000US06001450743,5490,52.2,6.6,7.3,6.9,5.3,12.6,27.8,16.3,8.4,4.0,1.7,2.2,0.2,0.7,29.2,42.7,6.8,0.2,39.2,0.0,7.9,3.2,Census Tract 4507.43; Alameda County; California,6,1,450743
1400000US06001450744,4544,49.3,5.2,8.0,9.7,7.1,4.3,9.7,18.5,20.6,3.9,4.8,3.2,5.0,0.0,39.2,64.3,0.9,0.5,24.7,0.0,5.3,4.3,Census Tract 4507.44; Alameda County; California,6,1,450744
1400000US06001450745,5543,52.8,8.1,11.1,9.7,7.1,4.3,9.2,22.0,17.1,5.8,1.7,2.1,1.9,0.0,35.2,48.3,1.2,0.5,45.2,0.0,0.0,4.8,Census Tract 4507.45; Alameda County; California,6,1,450745
1400000US06001450746,2861,51.8,7.8,7.6,6.9,6.8,5.0,14.0,16.1,13.3,6.3,5.8,4.3,3.5,2.6,37.3,77.2,0.8,3.5,8.4,0.0,4.8,5.3,Census Tract 4507.46; Alameda County; California,6,1,450746
1400000US06001450750,2625,41.8,10.7,4.0,1.2,2.6,5.4,34.5,13.3,8.0,4.9,5.5,4.6,4.1,1.3,32.9,45.8,3.4,0.7,40.2,2.1,0.8,7.0,Census Tract 4507.50; Alameda County; California,6,1,450750
1400000US06001450751,1566,49.0,13.8,10.2,3.4,4.5,1.9,13.3,25.5,13.2,2.8,5.7,4.0,1.8,0.0,35.9,37.5,6.1,0.0,50.9,0.0,2.1,3.4,Census Tract 4507.51; Alameda County; California,6,1,450751
1400000US06001450752,4607,50.2,11.6,10.7,9.4,6.3,5.8,14.0,21.0,12.8,1.6,1.6,5.1,0.2,0.0,29.9,47.3,2.0,0.3,41.5,0.0,5.0,4.0,Census Tract 4507.52; Alameda County; California,6,1,450752
1400000US06001451101,6757,49.3,7.7,8.3,8.3,3.8,4.5,12.6,20.3,17.2,4.6,4.8,5.4,1.2,1.3,38.6,77.5,1.3,0.3,15.8,0.0,1.0,4.1,"Census Tract 4511.01, Alameda County, California",6,1,451101
1400000US06001451102,4017,49.7,4.7,6.1,10.1,7.1,4.0,4.9,15.4,21.5,7.0,7.2,7.8,2.7,1.4,43.9,84.4,0.0,0.3,7.8,0.0,1.2,6.2,Census Tract 4511.02; Alameda County; California,6,1,451102
1400000US06001451201,6866,47.6,9.8,4.7,6.7,7.9,5.8,10.4,19.5,20.8,4.9,2.7,3.5,1.8,1.5,38.3,66.7,6.4,0.5,11.3,0.0,12.6,2.6,Census Tract 4512.01; Alameda County; California,6,1,451201
1400000US06001451202,3536,54.5,5.0,4.3,7.9,9.8,9.5,11.8,16.0,19.4,6.3,4.6,2.6,2.5,0.4,36.1,83.3,0.4,0.7,3.8,3.5,4.6,3.5,Census Tract 4512.02; Alameda County; California,6,1,451202
1400000US06001451300,6076,44.9,3.6,6.6,9.5,9.1,3.2,10.7,18.4,19.6,6.1,4.6,5.4,2.0,1.3,39.9,77.0,0.0,0.0,8.6,0.0,9.6,4.8,Census Tract 4513; Alameda County; California,6,1,451300
1400000US06001451401,5338,55.5,5.8,4.3,7.0,8.5,6.5,11.7,15.5,18.8,7.2,5.6,6.6,2.1,0.3,37.7,72.7,3.0,0.0,12.5,0.0,8.7,3.0,Census Tract 4514.01; Alameda County; California,6,1,451401
1400000US06001451403,2329,49.3,12.9,7.6,2.3,9.4,4.3,24.2,9.0,17.3,3.4,4.2,2.1,1.3,2.0,30.2,75.6,4.0,0.0,18.0,0.0,1.2,1.1,Census Tract 4514.03; Alameda County; California,6,1,451403
1400000US06001451404,6331,52.1,6.9,9.8,5.4,7.7,10.1,16.0,15.9,14.1,5.0,2.4,2.1,3.9,0.7,31.2,71.0,3.2,0.0,8.1,0.0,14.3,3.3,Census Tract 4514.04; Alameda County; California,6,1,451404
1400000US06001451501,4529,46.9,5.3,7.1,5.4,7.7,5.1,10.9,13.5,18.4,7.5,6.0,6.0,6.9,0.4,41.4,72.6,3.6,0.5,11.0,0.0,7.1,5.3,Census Tract 4515.01; Alameda County; California,6,1,451501
1400000US06001451503,5470,49.5,4.4,7.3,8.2,7.1,5.2,12.2,13.4,20.8,6.3,3.3,4.9,5.7,1.3,40.3,83.4,1.0,1.4,6.2,0.0,3.7,4.2,Census Tract 4515.03; Alameda County; California,6,1,451503
1400000US06001451504,1519,44.6,8.6,6.1,10.1,5.5,4.9,8.6,19.2,17.2,8.4,4.5,4.7,2.1,0.3,39.6,80.5,2.2,0.0,7.6,0.9,2.2,6.6,Census Tract 4515.04; Alameda County; California,6,1,451504
1400000US06001451505,3325,49.1,3.3,6.6,8.4,11.0,2.5,4.4,19.8,23.4,7.4,5.5,6.1,1.5,0.0,42.9,94.3,0.0,0.0,1.5,0.0,3.4,0.8,Census Tract 4515.05; Alameda County; California,6,1,451505
1400000US06001451506,2935,52.2,17.8,8.1,3.5,7.0,11.7,9.5,16.0,10.6,5.4,5.0,1.0,3.6,0.9,26.0,76.4,1.1,2.1,2.5,0.0,15.7,2.3,Census Tract 4515.06; Alameda County; California,6,1,451506
1400000US06001451601,4190,49.5,3.9,8.0,7.7,5.0,4.2,12.7,15.4,24.1,5.5,4.7,3.0,3.6,2.1,41.8,80.9,0.6,0.0,9.6,0.0,3.1,5.8,Census Tract 4516.01; Alameda County; California,6,1,451601
1400000US06001451602,5830,43.4,6.4,4.0,6.3,4.6,4.2,13.3,13.6,13.8,6.3,7.8,7.4,6.2,6.2,43.1,83.6,0.2,0.0,7.7,0.1,5.1,3.3,Census Tract 4516.02; Alameda County; California,6,1,451602
1400000US06001451701,3150,49.0,8.0,9.9,6.2,3.9,3.8,12.4,17.9,15.0,4.5,5.7,3.5,6.9,2.4,38.3,83.9,1.4,0.0,3.0,1.1,0.7,9.8,Census Tract 4517.01; Alameda County; California,6,1,451701
1400000US06001451703,4067,46.7,7.8,8.5,9.1,5.8,4.4,6.7,19.8,14.7,6.4,3.2,9.5,2.8,1.3,39.3,80.1,2.8,0.0,13.0,0.0,2.5,1.6,Census Tract 4517.03; Alameda County; California,6,1,451703
1400000US06001451704,4258,49.6,6.6,8.2,6.3,6.0,4.6,10.1,12.4,19.1,8.5,4.8,8.2,5.1,0.0,41.0,84.8,1.1,0.0,4.6,1.1,5.0,3.4,Census Tract 4517.04; Alameda County; California,6,1,451704
1400000US06001981900,38,26.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Census Tract 9819; Alameda County; California,6,1,981900
1400000US06001982000,55,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,36.4,23.6,0.0,23.6,0.0,58.9,34.5,0.0,0.0,0.0,0.0,65.5,0.0,Census Tract 9820; Alameda County; California,6,1,982000
1400000US06001983200,289,74.0,0.0,0.0,3.8,0.0,0.0,13.5,22.5,27.0,13.5,3.1,10.0,6.6,0.0,48.4,81.0,7.6,0.0,6.9,4.5,0.0,0.0,Census Tract 9832; Alameda County; California,6,1,983200
1400000US06001990000,0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,Census Tract 9900; Alameda County; California,6,1,990000
1400000US06003010000,1176,56.6,9.4,8.0,3.3,9.3,6.2,3.9,16.2,21.9,7.5,4.4,6.8,2.7,0.3,40.9,64.5,0.0,23.6,4.1,0.0,3.4,4.5,Census Tract 100; Alpine County; California,6,3,10000
1400000US06005000101,4055,45.7,3.0,5.1,1.0,2.0,1.4,5.0,4.2,17.9,15.6,15.8,16.0,11.1,1.9,58.1,96.9,0.6,0.0,0.0,0.0,0.7,1.8,Census Tract 1.01; Amador County; California,6,5,101
1400000US06005000102,2027,48.4,5.0,5.9,2.6,7.5,1.7,11.1,10.3,18.9,7.8,6.6,11.5,9.8,1.3,49.3,95.3,0.0,0.7,0.0,0.0,0.0,4.0,Census Tract 1.02; Amador County; California,6,5,102
1400000US06005000200,4882,50.8,2.8,3.6,8.3,4.8,6.1,4.3,10.5,17.6,13.5,8.5,12.1,6.2,1.7,51.5,89.5,0.0,1.2,1.3,0.0,2.2,5.8,"Census Tract 2, Amador County, California",6,5,200
1400000US06005000301,6012,82.7,3.1,1.4,2.0,7.1,7.0,17.4,21.1,22.4,6.1,4.5,4.4,2.6,0.7,40.8,66.9,10.8,2.7,1.8,0.4,15.5,1.9,Census Tract 3.01; Amador County; California,6,5,301
1400000US06005000303,5277,48.8,5.1,6.1,8.7,6.6,4.3,7.4,15.6,16.1,9.6,6.7,8.6,3.3,1.8,42.5,87.4,0.0,3.0,1.3,0.0,0.2,8.2,Census Tract 3.03; Amador County; California,6,5,303
1400000US06005000304,3608,51.9,1.5,7.8,7.6,9.1,2.8,15.5,15.9,15.7,7.5,4.8,5.2,5.0,1.7,38.7,89.2,0.0,0.8,0.8,2.6,3.5,3.0,Census Tract 3.04; Amador County; California,6,5,304
1400000US06037134305,4339,46.2,10.3,14.5,11.4,7.5,5.9,18.5,15.9,6.9,2.0,1.6,5.3,0.2,0.0,25.6,30.1,1.1,0.0,16.5,0.0,47.2,5.0,Census Tract 1343.05; Los Angeles County; California,6,37,134305
1400000US06037134306,3430,52.7,11.5,8.2,0.0,3.7,11.8,25.8,11.5,14.8,5.6,1.9,1.1,1.6,2.5,30.5,31.3,3.4,0.3,21.5,0.0,39.5,4.1,Census Tract 1343.06; Los Angeles County; California,6,37,134306
1400000US06037134421,4070,47.1,3.9,8.3,7.6,7.8,6.5,5.9,12.1,20.5,7.5,5.6,7.9,4.9,1.6,43.4,83.7,2.3,0.0,10.8,0.0,1.3,2.0,Census Tract 1344.21; Los Angeles County; California,6,37,134421
1400000US06037134422,4653,50.1,3.6,5.4,6.6,4.7,6.4,9.8,18.5,16.6,4.6,6.1,9.2,6.6,1.8,43.0,74.4,0.9,0.0,19.6,0.0,3.3,1.8,Census Tract 1344.22; Los Angeles County; California,6,37,134422
1400000US06037134423,3648,45.4,5.0,6.9,5.6,6.4,2.9,8.9,16.1,14.4,8.5,8.3,9.6,5.6,1.6,44.3,80.1,4.2,0.1,12.9,0.0,1.0,1.7,Census Tract 1344.23; Los Angeles County; California,6,37,134423
1400000US06037134424,3016,46.8,1.7,6.8,7.1,12.0,7.3,2.9,11.8,19.7,14.1,7.5,6.6,2.5,0.0,45.2,68.7,10.6,0.0,11.8,0.0,2.2,6.7,Census Tract 1344.24; Los Angeles County; California,6,37,134424
1400000US06037134520,5149,56.2,11.4,5.1,5.6,10.1,11.8,17.5,16.8,10.4,4.0,1.5,4.2,1.5,0.0,28.6,30.9,0.8,0.0,8.1,0.0,57.9,2.3,Census Tract 1345.20; Los Angeles County; California,6,37,134520
1400000US06037134521,2496,56.8,5.5,11.9,12.1,9.6,9.5,22.6,11.9,10.3,2.2,2.2,2.2,0.0,0.0,25.5,22.4,0.0,0.0,12.4,0.0,57.8,7.5,Census Tract 1345.21; Los Angeles County; California,6,37,134521
1400000US06037134522,4076,46.5,6.3,13.3,13.3,6.1,4.0,13.2,21.9,12.2,1.3,4.4,3.6,0.3,0.0,31.5,46.3,0.4,1.5,3.2,0.0,48.2,0.4,Census Tract 1345.22; Los Angeles County; California,6,37,134522
1400000US06037134710,5033,50.6,10.8,8.8,3.3,11.4,3.7,20.3,17.5,10.8,3.0,1.6,4.6,4.2,0.0,31.1,34.5,1.1,1.0,18.5,0.0,42.5,2.4,Census Tract 1347.10; Los Angeles County; California,6,37,134710
1400000US06037134720,4810,50.1,6.9,6.9,6.8,6.4,9.3,18.5,18.7,12.0,5.7,1.8,2.4,3.8,0.7,31.9,41.0,5.7,0.2,14.9,0.0,34.4,3.8,Census Tract 1347.20; Los Angeles County; California,6,37,134720
1400000US06037134800,5697,53.0,5.8,3.5,6.9,10.8,6.0,12.0,15.4,18.1,5.7,4.5,5.1,4.6,1.5,37.8,57.3,3.1,0.0,11.8,0.0,25.2,2.6,"Census Tract 1348, Los Angeles County, California",6,37,134800
1400000US06037134901,3153,50.5,5.2,4.0,7.1,8.2,6.4,12.9,16.8,15.7,5.7,6.7,5.1,3.4,2.8,38.1,66.3,0.3,0.3,14.8,0.0,15.1,3.2,Census Tract 1349.01; Los Angeles County; California,6,37,134901
1400000US06037134903,3428,54.7,8.9,5.1,3.8,6.5,11.7,26.4,16.2,11.7,1.6,4.2,0.4,3.5,0.0,30.5,54.3,2.7,0.0,19.7,0.0,21.4,1.8,"Census Tract 1349.03, Los Angeles County, California",6,37,134903
1400000US06037134904,4529,47.9,8.2,7.5,6.1,7.9,8.5,10.5,22.9,13.4,3.0,2.2,5.2,4.4,0.0,35.8,48.8,9.1,0.0,9.7,0.0,30.0,2.4,Census Tract 1349.04; Los Angeles County; California,6,37,134904
1400000US06037134905,1547,57.8,0.6,1.2,2.5,6.3,10.6,31.8,16.0,13.4,3.6,0.5,7.3,5.4,0.8,33.0,62.5,17.6,0.6,12.7,0.0,1.9,4.5,Census Tract 1349.05; Los Angeles County; California,6,37,134905
1400000US06037135102,3260,40.0,5.8,3.7,11.7,9.4,5.2,4.7,13.6,17.5,4.1,3.7,9.3,8.8,2.6,41.1,81.4,2.8,0.0,8.8,0.0,4.4,2.6,Census Tract 1351.02; Los Angeles County; California,6,37,135102
1400000US06037135111,2923,49.1,5.7,3.8,6.0,4.9,6.4,16.9,13.8,14.6,7.7,6.2,8.8,4.6,0.8,37.3,61.2,1.3,0.5,17.4,0.0,14.5,5.0,Census Tract 1351.11; Los Angeles County; California,6,37,135111
1400000US06037135113,2609,46.0,9.2,5.3,2.5,5.5,5.9,17.3,27.5,14.7,0.6,3.3,3.1,2.5,2.5,36.7,42.3,24.5,0.0,6.1,2.3,9.2,15.6,Census Tract 1351.13; Los Angeles County; California,6,37,135113
1400000US06037135114,4224,38.6,6.6,2.5,2.5,2.4,11.5,18.9,14.7,10.7,8.6,2.7,7.4,8.6,2.9,39.7,56.8,5.8,0.9,24.8,0.0,8.0,3.8,"Census Tract 1351.14, Los Angeles County, California",6,37,135114
1400000US06037135201,2358,52.3,6.1,11.6,4.9,5.4,5.6,9.6,11.2,21.2,6.5,4.0,5.3,7.6,0.9,42.1,76.6,7.3,0.9,13.3,0.0,0.9,0.9,Census Tract 1352.01; Los Angeles County; California,6,37,135201
