Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Name,State,County,Tract
2950,42.9,2.4,8.9,4.2,19.1,10.6,9.2,16.2,12.8,4.4,4.6,3.9,2.1,1.4,29.1,20.4,45,0.2,25.2,2.5,2.4,4.3,1400000US06067004906,"Census Tract 49.06, Sacramento County, California",6,67,4906
6121,45.7,9.1,5.5,8.2,9.5,5.9,13.5,6.6,14.6,6.2,3.1,8.1,5.6,4,33.5,36.1,19.6,2.9,21.4,2.2,6.4,11.4,1400000US06067005002,"Census Tract 50.02, Sacramento County, California",6,67,5002
2821,52.6,5.7,5.7,4.9,6.7,12.5,23.5,13.8,13.1,4.5,4.6,1.3,3.4,0.4,29.2,49.9,22.2,0,10.4,0,7.7,9.7,1400000US06067005506,"Census Tract 55.06, Sacramento County, California",6,67,5506
5201,46.8,4.6,5.6,4.6,6.8,7.2,9.4,11.6,16.8,9.5,5.8,6.1,8.9,3.2,45.8,86.2,2.2,0.7,4.7,0,1.7,4.5,1400000US06067005801,"Census Tract 58.01, Sacramento County, California",6,67,5801
4875,50.9,6.4,6.6,8.2,10.4,7.9,12.3,11.4,19.2,5.8,4.9,3.6,1.7,1.6,33.5,55.2,9.6,2.2,8.3,2.6,11.9,10.1,1400000US06067006300,"Census Tract 63, Sacramento County, California",6,67,6300
3347,46.2,4.7,5.6,5.5,11.2,5.7,12.7,19.7,17.5,4.6,5,5.8,1.9,0.1,38.1,59.4,9.2,1.1,9.2,0.4,17.5,3.3,1400000US06067007012,"Census Tract 70.12, Sacramento County, California",6,67,7012
5064,52.4,10.9,6.1,6.8,7.9,8.2,15.5,13.3,16,4.6,3.9,4.6,2.1,0,30.1,58.7,9.1,0.8,18.8,0,7,5.7,1400000US06067007204,"Census Tract 72.04, Sacramento County, California",6,67,7204
5148,49.5,11.8,9.9,9.2,6.9,8.2,21.9,13.2,11.3,2.6,1.3,1.7,0.8,1.1,26.3,50.3,20.9,1.3,1.5,0,19.6,6.3,1400000US06067007423,"Census Tract 74.23, Sacramento County, California",6,67,7423
4083,48.6,6.4,3.9,6.3,6.6,5.9,8.6,12.8,16.3,5.9,8.9,10.2,5.8,2.4,44.5,86.7,3.9,0.4,4.2,0.2,1.4,3.2,1400000US06067007905,"Census Tract 79.05, Sacramento County, California",6,67,7905
3450,51.1,6.8,4.7,4.2,5.6,7,11.4,9.8,15.9,9.6,8.3,8.6,5.9,2.4,45.4,87.3,3.5,0,4.4,0.3,2.6,1.9,1400000US06067007906,"Census Tract 79.06, Sacramento County, California",6,67,7906
2421,50.5,9.5,5.9,6.5,5.9,9.5,14.2,9.7,12.4,6.8,3.6,9.6,4.5,1.9,34,91.3,0,0.4,0.5,0.6,6.6,0.7,1400000US06067008128,"Census Tract 81.28, Sacramento County, California",6,67,8128
7348,49.3,7.1,8.5,8,4.7,7.4,22.2,9.8,14.7,5.8,1.8,4,3,2.9,29.9,68.2,4.4,1.7,1,5,15.7,4,1400000US06067008141,"Census Tract 81.41, Sacramento County, California",6,67,8141
3528,51.8,4.8,10.7,6.6,3.7,10.5,21.5,12.3,15.8,4.4,2.3,5.9,0.9,0.6,31.3,83.6,0.5,0.3,3.4,0,8.5,3.7,1400000US06067008142,"Census Tract 81.42, Sacramento County, California",6,67,8142
4977,51.3,9.3,5.7,5.6,5.4,6.1,18.6,14.5,16.3,3.4,2.1,4.8,6.3,1.9,34.8,76.3,2.7,0.6,12.3,0,6,2.1,1400000US06067008403,"Census Tract 84.03, Sacramento County, California",6,67,8403
4756,49.4,7.9,6.3,5.8,7,9.9,16,16.8,13.5,5.7,2.6,3,4.9,0.5,33.5,38.4,4.9,0.2,16.6,0.3,35.8,3.9,1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",6,37,134720
5325,53.4,4.6,6.1,6.3,5.4,5,13.1,18,16,7.5,6.4,4.5,5.1,1.8,39.7,78.1,5.8,0,10.7,0,3.1,2.3,1400000US06037137201,"Census Tract 1372.01, Los Angeles County, California",6,37,137201
3932,48.7,9,8.2,2.1,2.1,4.3,10.7,19,18.4,6.5,3.8,7.2,6,2.5,40.7,76,7.3,0,6,0.2,7.9,2.6,1400000US06037137502,"Census Tract 1375.02, Los Angeles County, California",6,37,137502
1903,49.7,2.4,7,8.3,4.1,5.4,8.3,9.8,15.4,11.2,6.1,12.9,6.7,2.4,48.1,95.6,2.7,0,0,0,0,1.7,1400000US06037137504,"Census Tract 1375.04, Los Angeles County, California",6,37,137504
5249,43.9,8.2,5,6.2,5.9,7.3,7.3,16.5,14.7,5.5,7.1,7.9,6.8,1.6,41.3,61.2,2.2,0.6,26.1,0.6,4.6,4.8,1400000US06081603802,"Census Tract 6038.02, San Mateo County, California",6,81,603802
3726,48.4,5.9,12.1,2.6,3.1,4.5,6.1,22.5,15.7,6.7,4.3,6.6,4.2,5.8,40.7,75.2,0.4,0,15.2,0.7,3.8,4.6,1400000US06081609201,"Census Tract 6092.01, San Mateo County, California",6,81,609201
3603,46.2,5.4,4.9,2.9,3.1,2.4,21.6,16.9,17.4,6.5,7.5,3.5,4.8,3,38.9,82.3,1.3,0.4,10.9,0.9,0.7,3.5,1400000US06081609202,"Census Tract 6092.02, San Mateo County, California",6,81,609202
6161,50,8.9,6,6.2,6.1,3.4,12.3,19.7,19.6,6,3.6,4.1,3.1,1,39.2,72.4,4.3,0.2,10.7,0,6,6.5,1400000US06081613900,"Census Tract 6139, San Mateo County, California",6,81,613900
5668,54.1,6.5,8,5.9,4.4,5.3,17.6,15,15.6,5.8,4.6,6.7,3.2,1.4,37.2,40.9,6.8,1.1,35.6,3.2,6.2,6.2,1400000US06081614000,"Census Tract 6140, San Mateo County, California",6,81,614000
0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,1400000US06081984300,"Census Tract 9843, San Mateo County, California",6,81,984300
0,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,1400000US06081990100,"Census Tract 9901, San Mateo County, California",6,81,990100
2849,49.7,4.5,2,1.8,7.6,12.6,36.2,11.8,11.2,2.9,2.8,2.8,3.1,0.8,29.9,75.9,1.1,0,1.2,0,17.3,4.5,1400000US06083000301,"Census Tract 3.01, Santa Barbara County, California",6,83,301
4413,42,3.3,7,7.4,4.4,9.2,22,13.3,14.3,4.8,4.6,3,3.1,3.7,33.3,67.9,3.5,0,4.4,0.2,20.9,3.1,1400000US06083000302,"Census Tract 3.02, Santa Barbara County, California",6,83,302
7552,53.9,5.4,5.6,5.5,4.4,13,21.8,13.5,11.8,4.9,5.4,4.6,2.6,1.3,32.2,71,1.4,1.1,2.2,0,19.7,4.6,1400000US06083000804,"Census Tract 8.04, Santa Barbara County, California",6,83,804
5028,54.8,5.9,4.3,6,12.9,17.8,24.6,10.8,8.6,1.9,2.9,2.2,0.7,1.5,26.1,58.6,0.6,0.2,8.3,1.6,29.6,1.2,1400000US06083001206,"Census Tract 12.06, Santa Barbara County, California",6,83,1206
3918,55.1,5.5,4,1.5,13.1,12.3,16.3,10.2,12.4,6.9,5.8,5.9,4.7,1.5,33.4,86.8,3.6,0.5,5.2,0.2,1.8,1.8,1400000US06083001208,"Census Tract 12.08, Santa Barbara County, California",6,83,1208
7611,47.2,5.5,5.6,4.4,6.6,6,15.6,12.3,14,9.2,5.1,7.2,6.2,2.3,40,77.2,1,0.4,5,0.2,11.5,4.6,1400000US06083001304,"Census Tract 13.04, Santa Barbara County, California",6,83,1304
5109,46.9,2.4,10.9,11.8,7.3,4,7.9,18,21,7.2,2.5,4.1,2.4,0.6,37.8,60.5,3.9,3.7,9.6,0,17.6,4.7,1400000US06071002021,"Census Tract 20.21, San Bernardino County, California",6,71,2021
10969,53.5,6.4,10.3,9.4,9.7,6.2,9.2,19.2,15.9,4.8,4.8,3.3,0.7,0,33.6,63.4,7.2,1.8,13.7,0,7.2,6.6,1400000US06071002022,"Census Tract 20.22, San Bernardino County, California",6,71,2022
5813,48.4,11.5,8.3,7.4,4,7,17.2,11,12.7,3.6,2.7,7.6,5.5,1.5,31.1,61.9,11.9,0,8.8,3.6,1.6,12.2,1400000US06071002023,"Census Tract 20.23, San Bernardino County, California",6,71,2023
4828,51,2.3,9.6,5,5.1,10.3,8.7,11.7,18.9,6.1,8.2,5.3,5.5,3.1,40.5,84.9,0.5,0,1.8,0,8.5,4.3,1400000US06071002025,"Census Tract 20.25, San Bernardino County, California",6,71,2025
6254,42.5,7.5,6.6,6.4,5,8.5,17.4,14.2,13.1,9.8,2,6.4,1.9,1.2,34.4,72.8,0.4,0,7.7,0,6.4,12.7,1400000US06071002027,"Census Tract 20.27, San Bernardino County, California",6,71,2027
4410,41.9,5.7,8.8,6.4,9,8.5,13.1,16.8,18.3,4.4,2,4.4,1.4,1,32.3,67.8,11.5,1.7,3.8,0,4.9,10.3,1400000US06071002028,"Census Tract 20.28, San Bernardino County, California",6,71,2028
5898,46.9,10.9,5.1,5.2,7.7,8.7,15.1,14,16.7,5.5,4.4,2.8,2.7,1.2,31.7,60.3,5,0.7,15.7,0,14.3,4.1,1400000US06071002029,"Census Tract 20.29, San Bernardino County, California",6,71,2029
6207,49,8.9,4.7,6.4,10.7,9.1,12.7,10.4,25.6,6.1,2.6,1.2,1.3,0.2,33.3,49.5,16.4,0,19.6,0,10.5,4,1400000US06071002031,"Census Tract 20.31, San Bernardino County, California",6,71,2031
7822,50,7.3,9.2,9.4,6.9,5.1,14.9,18.9,12.6,6.7,3.4,1.9,2.1,1.6,33.2,63.6,4.7,2.4,7.8,0.2,14.8,6.5,1400000US06071002033,"Census Tract 20.33, San Bernardino County, California",6,71,2033
13345,46,9.6,6,8.1,7.8,6.1,15.1,19.3,13.3,4.7,5.4,3,0.8,0.9,33.5,55.1,9.7,0.1,20.9,0.2,9.4,4.4,1400000US06071002034,"Census Tract 20.34, San Bernardino County, California",6,71,2034
7317,50.5,7.1,6.1,6.8,9.3,4.7,13.7,20,16.7,5.3,3.5,5.2,1.5,0.2,36.6,52.2,9.8,0,23.4,0,7.8,6.8,1400000US06071002035,"Census Tract 20.35, San Bernardino County, California",6,71,2035
10183,49.6,6.9,6.5,8.8,7.6,8.7,15.8,17.9,14.3,3.3,4.9,2.2,2.8,0.3,32.3,53.8,14.7,0.1,14.7,0,10.8,5.8,1400000US06071002036,"Census Tract 20.36, San Bernardino County, California",6,71,2036
3814,53.3,8,7.1,6.8,4.6,12.2,20,12.5,10.9,3.3,7.5,4.1,1.8,1.2,31.7,47.9,11.3,0,2.7,2,19.5,16.6,1400000US06071002101,"Census Tract 21.01, San Bernardino County, California",6,71,2101
8894,49.4,7.7,7.1,13.2,12.7,8,8.6,16.5,15.3,6,1.8,2.3,1,0,26.3,52,13.1,0.6,12.1,1.2,11.2,9.8,1400000US06071002037,"Census Tract 20.37, San Bernardino County, California",6,71,2037
3477,47.3,10.8,8.7,10.6,8.8,7.3,10.3,15.2,12.3,4.6,3.3,1.8,3.9,2.4,30,67.6,5.9,0,1,10,7.8,7.7,1400000US06073015301,"Census Tract 153.01, San Diego County, California",6,73,15301
6048,51.9,4,6.2,8.8,8.4,7.6,6.3,13.7,17,7.5,5.5,7.5,5.6,2,42.2,89.1,2.4,0,1.1,0,3,4.4,1400000US06073015405,"Census Tract 154.05, San Diego County, California",6,73,15405
2739,42.3,3.6,3.3,7.4,12.8,9.9,5.8,9,18.8,7.3,3.8,6.9,7.4,4.1,44.4,82.1,0,0.7,6,2.2,3.7,5.4,1400000US06073015602,"Census Tract 156.02, San Diego County, California",6,73,15602
4292,49.9,6.6,6.5,9.6,11.6,6.2,12.3,15.4,17.3,3.5,3.7,3.7,1.8,1.9,31.5,74.1,4.4,0,0.8,0,12,8.8,1400000US06073015704,"Census Tract 157.04, San Diego County, California",6,73,15704
6015,53.1,4.8,5.2,6.8,7.2,7.3,14.2,15.8,14.6,6.4,3.7,6.9,5.1,2,37.6,82.1,1.5,0.3,10.4,0,2.6,3,1400000US06073016100,"Census Tract 161, San Diego County, California",6,73,16100
5023,48.5,9.5,8.1,6.9,6.3,11.3,16.4,12.1,14.4,4.9,3.9,2.7,2.4,0.9,27.9,74.8,8.9,0,5.6,0.4,3.8,6.5,1400000US06073016301,"Census Tract 163.01, San Diego County, California",6,73,16301
7119,49.6,4.2,6.8,4.5,5.9,6.1,15.4,13.4,17.8,3.9,5.1,8,4.9,3.8,40.4,87,0.8,0,4,0,1.6,6.6,1400000US06073016605,"Census Tract 166.05, San Diego County, California",6,73,16605
3331,54.9,4.9,2.8,8.5,8.3,10.2,12.7,11.9,16.2,7.1,7.6,7.4,1.8,0.7,38.5,87,0.1,1.2,2.3,0.9,0,8.6,1400000US06073016606,"Census Tract 166.06, San Diego County, California",6,73,16606
6609,45.1,1.8,7.7,8.8,8.7,7.3,9.9,14.1,19.1,4.7,5.3,6.7,3.1,2.7,41.6,88.5,0.5,1,1.1,0,1.7,7.1,1400000US06073016607,"Census Tract 166.07, San Diego County, California",6,73,16607
5832,50.9,5.1,6.1,4.9,11.5,8,8.8,16.6,18.9,7,4.7,5.1,3.1,0.2,39.1,88.6,0.6,1.7,2.5,0,3,3.6,1400000US06073016612,"Census Tract 166.12, San Diego County, California",6,73,16612
7516,47.4,3.8,3.9,6.4,9.3,4.4,7.1,11.5,18.2,8.6,7.1,10,6.7,3,48.2,93.3,0.2,0,0.2,0,1.4,4.9,1400000US06073016802,"Census Tract 168.02, San Diego County, California",6,73,16802
3833,45,12.1,6.1,5.8,4.2,3.9,21.3,7.5,12.6,5.9,5,10.2,3.9,1.6,32.7,80.7,0.3,0.2,0.2,0,4.9,13.7,1400000US06073016806,"Census Tract 168.06, San Diego County, California",6,73,16806
16964,50,9.8,8.6,5.4,6.1,3.5,16.5,17.4,13.8,4.5,3.9,5.2,3.4,2,35.1,58.1,4.1,0.2,31.1,0.2,1.9,4.4,1400000US06073017030,"Census Tract 170.30, San Diego County, California",6,73,17030
3968,48.5,8.2,8.6,9,6.2,3.7,12.8,17.5,17.2,4.4,2.9,5.4,3.4,0.6,36.8,73.2,1.8,3,10.6,1.8,2.8,6.7,1400000US06073017031,"Census Tract 170.31, San Diego County, California",6,73,17031
8259,48,7.8,9.9,7.7,6.5,8,13,18.5,15.5,5.8,3.2,2.3,1.2,0.7,32.7,60.6,1.9,0.2,32.5,0,2.2,2.5,1400000US06073017042,"Census Tract 170.42, San Diego County, California",6,73,17042
5874,48.6,8.3,11.4,7.5,8.8,2.7,14.6,17.2,18.9,5,2,1.4,1.5,0.7,33.6,52.3,5.5,0,35.6,0,1.3,5.3,1400000US06073017044,"Census Tract 170.44, San Diego County, California",6,73,17044
2693,48.6,3.5,10.6,16.7,2.5,2.6,7.6,17.6,20.2,3,7.9,4.4,2.9,0.4,40.5,68.9,3.7,0,22.8,0,2.9,1.7,1400000US06073017045,"Census Tract 170.45, San Diego County, California",6,73,17045
3729,46.8,6.9,6.9,6.9,5.2,9.3,17.2,14,12.7,7.5,6.2,3.8,2.6,0.8,34.2,20.8,52.9,0.5,14.6,0,9,2.1,1400000US06001401400,"Census Tract 4014, Alameda County, California",6,1,401400
1702,54.5,7.7,5.8,2.3,3.5,2.4,16.1,18.6,16.4,9,3.9,7.3,3.7,3.4,42.1,31.9,54.3,0,9.8,0,1.2,2.9,1400000US06001401500,"Census Tract 4015, Alameda County, California",6,1,401500
2483,51.2,6.1,2.2,5.2,3.9,14.9,21.9,22.3,15.7,4.5,1.7,1,0.4,0.3,31.6,31.3,30.6,0,12.4,0,22.9,2.8,1400000US06001401700,"Census Tract 4017, Alameda County, California",6,1,401700
2161,51.6,7.1,3.9,2.3,7.1,9.8,23.8,19.7,9,6.3,3.1,4.2,1.7,1.9,32.8,38.4,39.8,0.4,9.4,0.7,8.4,2.9,1400000US06001402200,"Census Tract 4022, Alameda County, California",6,1,402200
3364,56,0.9,0,1.4,4.2,13.3,25.7,17.4,14.1,6,8,4.9,2.4,1.6,37.1,56.2,5.3,0,29.4,0,4.3,4.8,1400000US06075012000,"Census Tract 120, San Francisco County, California",6,75,12000
3293,43.2,5.3,3.4,1.3,0.3,1.9,26.5,28.2,10.6,7,1.4,8.8,4.5,0.5,38.3,85.5,0,0,11.5,0,2.1,0.9,1400000US06075012700,"Census Tract 127, San Francisco County, California",6,75,12700
4697,50.6,7.5,4.1,1.5,1.6,5.7,17.9,17.2,13.3,3.9,5.8,14.8,5.2,1.5,40.4,85,1.5,0.3,10.4,0,0.3,2.4,1400000US06075013200,"Census Tract 132, San Francisco County, California",6,75,13200
4082,53.7,4.4,6.3,6.9,3.1,3.1,13.3,17.2,16.2,6.7,4.6,8.2,7.2,2.8,42.7,78.9,0.5,0,12.9,0.3,1.1,6.2,1400000US06075013300,"Census Tract 133, San Francisco County, California",6,75,13300
3779,52.7,6.8,5,3.1,3.2,4,10.2,14.7,17.3,10.1,6.9,8.5,7.6,2.5,48.3,84.2,7.7,0,5.2,0,1.1,1.9,1400000US06037141600,"Census Tract 1416, Los Angeles County, California",6,37,141600
5772,48.3,7.8,3.5,2.1,3.4,4.6,21.4,21.5,11.5,7.8,4.2,3.3,4.7,4.1,37.7,79.1,3.7,0,10.5,0,2,4.7,1400000US06037143400,"Census Tract 1434, Los Angeles County, California",6,37,143400
6574,42.8,5.2,5.7,6.4,5.2,4.5,9.5,15.7,18,4.8,5.6,10.4,5.9,3,43.3,50,1.3,1.5,27.2,0,15.5,4.5,1400000US06037181000,"Census Tract 1810, Los Angeles County, California",6,37,181000
3990,47.6,10.1,5.6,9.1,12.3,7.2,19,14.9,10,3.4,2.8,2.9,2.2,0.6,28.8,82.6,2.6,0,0.3,0,12.6,2,1400000US06037183520,"Census Tract 1835.20, Los Angeles County, California",6,37,183520
1971,44.8,1.2,1.6,3.2,6.3,12.4,17.8,10.8,15.8,11,2.3,8.7,7.7,1.2,41.3,51.1,8.5,0.6,16.7,0,15.8,7.3,1400000US06037191204,"Census Tract 1912.04, Los Angeles County, California",6,37,191204
2567,46.8,5,3.9,5.1,8.6,10.3,16.7,10.1,9.3,5,3,9.6,9.3,4.1,35.2,42.6,1.4,0,15,0,33.2,7.9,1400000US06037191620,"Census Tract 1916.20, Los Angeles County, California",6,37,191620
2623,54.5,3.9,4.2,4.8,5.7,7.1,16.2,25,15.2,3.4,5.9,5.8,2.9,0,37.3,36.6,5.5,0,9.1,0,45.5,3.4,1400000US06037191820,"Census Tract 1918.20, Los Angeles County, California",6,37,191820
3899,49.8,5.7,6,4.6,7.1,10,13.7,15.4,18.4,5.5,3.8,7.3,2.1,0.3,37.2,20.9,0.2,0,55,0,22.4,1.5,1400000US06037192510,"Census Tract 1925.10, Los Angeles County, California",6,37,192510
5301,53,7.3,9.2,6.3,7.2,7.5,14.4,21.5,11.9,4.5,4.9,4.4,0.5,0.2,33.8,29.9,0.5,0,8.4,0,60.1,1.1,1400000US06037192520,"Census Tract 1925.20, Los Angeles County, California",6,37,192520
4512,52.4,7.1,5.9,5.8,7.1,10.9,19.9,19.2,8.7,5.6,4.6,2.7,0.8,1.5,30.9,35.1,1.2,1.7,16.2,0.6,42.8,2.4,1400000US06037192610,"Census Tract 1926.10, Los Angeles County, California",6,37,192610
2256,50.4,6.4,3.5,1.5,2,4.4,19,20.3,8.6,8.3,5.8,11.3,4.7,4.2,41.3,85,2.3,0.4,7.2,0,1,4,1400000US06037194500,"Census Tract 1945, Los Angeles County, California",6,37,194500
3214,52.2,2.6,1.9,2.4,2.6,9.6,28.8,14.9,17.2,4.9,3.2,5.6,4,2.1,35.8,60.4,2.1,0.4,23.4,0,10.8,2.9,1400000US06037195300,"Census Tract 1953, Los Angeles County, California",6,37,195300
3442,47.5,6.9,4.5,7.5,6.3,4.4,23.9,15.2,10.9,8.1,3.7,6.5,1.8,0.3,34,49.1,0.6,1.5,15.1,0,32.1,1.5,1400000US06037195600,"Census Tract 1956, Los Angeles County, California",6,37,195600
4822,46.6,9,5.8,8.3,8.5,7.5,13.4,13,14.3,2.2,5.8,5.8,5.2,1.1,31.9,31.8,1.2,1.5,21.5,0,42.1,1.9,1400000US06037199400,"Census Tract 1994, Los Angeles County, California",6,37,199400
5914,48.8,6.8,8,6.9,9.1,9.2,14.9,13.3,14.5,4.3,3.6,3.2,3.5,2.7,32,29.5,0,0.7,41.6,0,27.5,0.7,1400000US06037199800,"Census Tract 1998, Los Angeles County, California",6,37,199800
2306,43.2,3.2,6.3,4.8,11.4,6.1,19.3,8.2,11,15.2,4.6,2.8,4.2,2.9,34.7,48.4,0,0,11.5,0,40.1,0,1400000US06037201504,"Census Tract 2015.04, Los Angeles County, California",6,37,201504
2121,41.4,2.9,13,9.4,6,6.4,15,16.6,9.8,7.6,1.4,5.5,4,2.5,31.9,68.8,0,1.4,0.5,0,28.9,0.4,1400000US06037204820,"Census Tract 2048.20, Los Angeles County, California",6,37,204820
2864,56.8,0.3,4.9,1,1.4,5.8,15.6,12.8,19.2,7.6,3.5,5.9,15.9,6.1,49.7,28.1,17.7,0.4,42.3,0,8.6,2.9,1400000US06037206200,"Census Tract 2062, Los Angeles County, California",6,37,206200
4245,52,9.3,6.9,7.3,7.3,7.7,20.8,15.5,11.2,4.9,1.3,4.4,2.5,0.8,30.7,44,2.7,1.1,8.8,0,42,1.4,1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",6,37,208720
4205,54.2,2.8,3.9,6.6,5,6.1,23.1,19.2,13.1,5,5.7,5.1,3,1.5,36.3,24.2,5.8,1.4,47.7,2.8,17.3,0.8,1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",6,37,211802
3688,50,10.8,6.6,4,6.9,7.2,21.3,20,12.1,4.1,1.7,1.8,2.9,0.6,32.5,25.4,2.7,1.1,19.5,0,51.1,0.2,1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",6,37,212204
3606,54.8,7.7,3.8,9.2,3.7,12.5,21.5,14.6,19.7,3.7,0.2,2.5,1,0,31,34,5.5,1.8,13.1,0,44.7,0.9,1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",6,37,212303
3175,52.8,4.4,5.7,3.3,4.6,8,21.1,19,15.4,5.8,4.4,5.5,2.7,0,36.1,24.1,0,2,41.4,0,30.8,1.7,1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",6,37,212306
3509,51.9,9,6.2,8.6,9,8.7,10.4,20.7,14.6,3.3,3.7,3.6,1.1,1.1,33.4,24.5,1,0,21.6,0,52.4,0.4,1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",6,37,213310
2721,48.7,2.8,7.3,4.9,11.2,7.5,25,13.7,10.4,6.1,6,3.2,0.8,1.1,32.3,66.7,2.4,1.1,5,0,24.7,0,1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",6,37,124105
2604,50.4,9.9,7,3,8.4,8.3,13.5,18.4,23.4,0.2,2.5,3.2,1.2,0.8,34.9,60.3,5.1,2.5,3.5,0.3,28,0.3,1400000US06037124203,"Census Tract 1242.03, Los Angeles County, California",6,37,124203
3257,56.5,6,7.8,8.8,15,9.2,13.2,16.8,13.4,4.5,2.4,2.6,0,0.3,26.9,61.7,15.1,0,3.4,0.3,17.6,1.9,1400000US06037124204,"Census Tract 1242.04, Los Angeles County, California",6,37,124204
2699,50.8,7.3,2.4,1.2,1.4,9.9,26.1,9.5,13.8,7.3,2.8,6.9,6.3,5.1,36.8,89.3,4,0,1.1,0,3.6,2.1,1400000US06037124902,"Census Tract 1249.02, Los Angeles County, California",6,37,124902
3372,48.1,2.2,3.7,3.1,2.5,3.9,28.6,12.5,18.7,7.4,7.4,5.2,2.6,2.3,42.3,69.1,10.5,0,9.7,0,7.1,3.6,1400000US06037124903,"Census Tract 1249.03, Los Angeles County, California",6,37,124903
3747,53.3,4.5,0.7,2,4.5,16.5,32,14.7,12.9,4.9,2,1.8,3.1,0.4,29.7,64.3,11.5,0.6,14.6,0,7.5,1.7,1400000US06037125401,"Census Tract 1254.01, Los Angeles County, California",6,37,125401
3451,52.2,2.9,3.5,3.2,2.4,6.8,25.7,28,12.9,3.2,3.9,5.8,0.4,1.3,36.5,75,8.5,0,5.7,0,4.2,6.6,1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",6,37,125402
3427,57.7,4.8,9.2,6.2,3.4,5.2,24.8,18.4,10.2,3.9,4.2,5.5,3.3,0.7,33,60.8,12.5,0,2.4,0,22,2.3,1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",6,37,125501
2777,50.9,2.2,1,2.6,1.3,6.2,37.2,17.2,11.7,3.3,3.6,6.9,4.5,2.3,34.8,76.8,7.9,0,5.8,2.2,5.2,2.1,1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",6,37,125502
2508,52.2,9.3,10.5,6.2,3.7,4.5,26.6,14.4,8.6,3.1,4.1,5.4,2.4,1.1,31.3,33.2,9.5,3.3,0.5,1.1,52.4,0,1400000US06037127103,"Census Tract 1271.03, Los Angeles County, California",6,37,127103
3701,45.1,6.6,4.5,7.1,9.9,7.7,18.7,13.8,14.6,4.3,3.5,5.6,2.5,1.3,33.2,53.3,0.9,0,7.8,0,37.6,0.3,1400000US06037127104,"Census Tract 1271.04, Los Angeles County, California",6,37,127104
3043,47.2,6.4,14.9,6.9,6.8,2.4,28.2,15.4,10.4,3.4,2.8,2.6,0,0,29.1,61.6,6.8,0.5,1.2,0,28.6,1.4,1400000US06037127603,"Census Tract 1276.03, Los Angeles County, California",6,37,127603
2795,46.6,6.5,7.5,8.4,3.6,5.4,21.8,15.9,7.9,5.4,3.5,7.1,4.9,2,33.6,51.3,6.7,0,13.6,0,26.4,2,1400000US06037127604,"Census Tract 1276.04, Los Angeles County, California",6,37,127604
3784,56.9,7.5,8.6,8.4,4.5,12,17.9,15.9,12,4.9,2.4,3.1,2,0.7,30.4,22.1,0.3,0,11.9,0,63.5,2.3,1400000US06037127605,"Census Tract 1276.05, Los Angeles County, California",6,37,127605
3459,49.7,5.4,3.1,2.8,6.6,6.8,21.7,14.9,15.6,9.1,5,6.4,1.8,0.8,38,51.2,8,0,4.9,0,31.9,4,1400000US06037127711,"Census Tract 1277.11, Los Angeles County, California",6,37,127711
3337,46.7,15.4,9,6.3,4.9,4.7,19.5,11.7,12.6,8,3.8,3.5,0.4,0.1,29.6,36.6,6.9,0,12.6,0,42.3,1.6,1400000US06037127606,"Census Tract 1276.06, Los Angeles County, California",6,37,127606
2823,51.2,10.8,7.3,6.2,5.1,5.8,20.7,10.3,13,3.5,5.9,7.8,1.3,2.4,31.1,35.2,10.2,3.5,8,0,39.9,3,1400000US06037127712,"Census Tract 1277.12, Los Angeles County, California",6,37,127712
3976,49.3,4.9,3.8,7.6,7.7,8.7,16.2,19.2,10.4,3.6,5.7,6.5,3.3,2.4,35.4,33.2,3.6,0.7,10.4,0.4,43.9,7.7,1400000US06037127803,"Census Tract 1278.03, Los Angeles County, California",6,37,127803
3852,47.1,9.1,8.9,7.2,4.7,8.6,18,13.3,15.5,7,1.7,3.1,2.2,0.8,31.6,39.9,7.9,0.2,8.5,0,39.2,4.2,1400000US06037127804,"Census Tract 1278.04, Los Angeles County, California",6,37,127804
