Name,GEO_ID,"Less than $50,000","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $199,999","$200,000 to $299,999","$300,000 to $499,999","$500,000 or more",Median (dollars),State,County,Tract
"Census Tract 51.04, Kern County, California",1400000US06029005104,1.4,3.1,36.2,49.5,8.6,1.2,0.0,330300,6,29,5104
"Census Tract 33.03, Kern County, California",1400000US06029003303,10.4,32.2,39.1,14.8,3.5,0.0,0.0,111200,6,29,3303
"Census Tract 36, Kern County, California",1400000US06029003600,0.0,19.4,65.2,11.5,3.8,0.0,0.0,155100,6,29,3600
"Census Tract 37, Kern County, California",1400000US06029003700,2.1,16.1,77.5,3.7,0.7,0.0,0.0,163400,6,29,3700
"Census Tract 38.05, Kern County, California",1400000US06029003805,3.5,0.8,69.1,25.8,0.0,0.8,0.0,266200,6,29,3805
"Census Tract 44.02, Kern County, California",1400000US06029004402,15.1,0.0,84.9,0.0,0.0,0.0,0.0,150800,6,29,4402
"Census Tract 49.02, Kern County, California",1400000US06029004902,1.3,5.3,81.3,11.5,0.5,0.0,0.0,166500,6,29,4902
"Census Tract 32.02, Kern County, California",1400000US06029003202,5.0,9.2,83.2,2.6,0.0,0.0,0.0,164400,6,29,3202
"Census Tract 35, Kern County, California",1400000US06029003500,7.7,16.4,74.4,0.0,0.0,1.5,0.0,158700,6,29,3500
"Census Tract 42, Kern County, California",1400000US06029004200,0.0,17.6,38.0,20.4,17.6,2.8,3.7,266700,6,29,4200
"Census Tract 55.06, Kern County, California",1400000US06029005506,6.7,25.4,52.3,15.7,0.0,0.0,0.0,220800,6,29,5506
"Census Tract 1101.10, Orange County, California",1400000US06059110110,0.9,2.4,4.5,53.1,31.8,6.2,1.1,462200,6,59,110110
"Census Tract 1101.15, Orange County, California",1400000US06059110115,3.0,2.2,1.4,17.7,61.0,9.2,5.6,605400,6,59,110115
"Census Tract 1101.16, Orange County, California",1400000US06059110116,0.0,0.0,2.4,5.0,68.8,21.8,1.9,654600,6,59,110116
"Census Tract 1102.03, Orange County, California",1400000US06059110203,1.8,0.8,11.0,47.9,32.4,1.5,4.5,465800,6,59,110203
"Census Tract 1211, Marin County, California",1400000US06041121100,0.0,0.0,0.0,5.7,11.0,12.0,71.3,1201200,6,41,121100
"Census Tract 1321, Marin County, California",1400000US06041132100,0.0,0.0,1.8,1.5,3.0,23.3,70.4,1506000,6,41,132100
"Census Tract 1011, Marin County, California",1400000US06041101100,2.1,0.0,0.0,4.5,26.3,19.6,47.6,969500,6,41,101100
"Census Tract 1012, Marin County, California",1400000US06041101200,1.6,0.0,0.0,12.7,49.9,21.2,14.6,678900,6,41,101200
"Census Tract 2.03, Del Norte County, California",1400000US06015000203,5.6,22.5,71.8,0.0,0.0,0.0,0.0,126800,6,15,203
"Census Tract 2.02, Del Norte County, California",1400000US06015000202,21.6,1.6,30.7,36.6,4.8,3.0,1.6,283200,6,15,202
"Census Tract 1.02, Del Norte County, California",1400000US06015000102,13.1,11.6,57.5,13.5,1.9,2.5,0.0,170500,6,15,102
"Census Tract 3, Colusa County, California",1400000US06011000300,4.9,3.4,68.8,15.3,2.0,0.9,4.7,174800,6,11,300
"Census Tract 1, Colusa County, California",1400000US06011000100,0.0,6.7,60.9,24.6,4.9,0.8,2.0,256100,6,11,100
"Census Tract 2, Colusa County, California",1400000US06011000200,0.0,9.9,62.6,19.9,6.1,1.6,0.0,232500,6,11,200
"Census Tract 4, Colusa County, California",1400000US06011000400,1.2,15.9,54.3,12.7,4.1,10.2,1.6,211000,6,11,400
"Census Tract 5, Colusa County, California",1400000US06011000500,4.5,14.7,59.6,18.4,2.9,0.0,0.0,203400,6,11,500
"Census Tract 105.02, Glenn County, California",1400000US06021010502,0.0,3.3,36.4,45.0,4.0,8.6,2.6,343100,6,21,10502
"Census Tract 101, Glenn County, California",1400000US06021010100,1.6,3.0,78.3,13.4,3.7,0.0,0.0,211300,6,21,10100
"Census Tract 102, Glenn County, California",1400000US06021010200,4.5,2.3,35.4,48.2,8.1,1.0,0.5,319100,6,21,10200
"Census Tract 104, Glenn County, California",1400000US06021010400,0.0,5.0,79.4,11.4,4.2,0.0,0.0,191200,6,21,10400
"Census Tract 103, Glenn County, California",1400000US06021010300,4.1,1.4,46.9,26.4,8.2,8.2,4.8,294100,6,21,10300
"Census Tract 105.01, Glenn County, California",1400000US06021010501,3.1,0.0,61.8,25.0,7.0,0.7,2.4,231900,6,21,10501
"Census Tract 6.03, Butte County, California",1400000US06007000603,0.0,0.0,39.3,44.4,0.0,6.0,10.3,343100,6,7,603
"Census Tract 2.02, Butte County, California",1400000US06007000202,6.6,2.3,73.4,17.6,0.0,0.0,0.0,234900,6,7,202
"Census Tract 3, Butte County, California",1400000US06007000300,3.5,0.0,91.3,5.2,0.0,0.0,0.0,230900,6,7,300
"Census Tract 5.02, Butte County, California",1400000US06007000502,8.6,0.0,58.3,11.2,8.0,0.0,13.9,271900,6,7,502
"Census Tract 28, Butte County, California",1400000US06007002800,1.7,18.2,70.9,6.2,0.0,0.0,3.1,135400,6,7,2800
"Census Tract 29, Butte County, California",1400000US06007002900,5.2,3.9,82.3,5.7,0.0,0.0,2.9,160000,6,7,2900
"Census Tract 31, Butte County, California",1400000US06007003100,2.5,15.9,62.7,18.9,0.0,0.0,0.0,189000,6,7,3100
"Census Tract 1.02, Butte County, California",1400000US06007000102,4.7,0.0,66.8,26.0,0.0,0.0,2.5,258300,6,7,102
"Census Tract 11, Butte County, California",1400000US06007001100,0.0,0.0,30.3,47.4,19.4,0.0,2.8,355300,6,7,1100
"Census Tract 15, Butte County, California",1400000US06007001500,0.0,2.0,24.9,39.4,26.3,2.2,5.3,411700,6,7,1500
"Census Tract 17.02, Butte County, California",1400000US06007001702,4.0,8.5,78.4,5.6,3.6,0.0,0.0,172000,6,7,1702
"Census Tract 18, Butte County, California",1400000US06007001800,1.3,4.8,66.7,13.0,7.6,6.6,0.0,222900,6,7,1800
"Census Tract 23, Butte County, California",1400000US06007002300,5.1,5.0,50.4,33.3,6.1,0.0,0.0,236700,6,7,2300
"Census Tract 7, Butte County, California",1400000US06007000700,0.0,0.0,65.2,30.1,2.2,0.0,2.5,241900,6,7,700
"Census Tract 8, Butte County, California",1400000US06007000800,1.7,0.0,55.2,40.1,1.7,1.3,0.0,278700,6,7,800
"Census Tract 12, Butte County, California",1400000US06007001200,5.3,0.0,77.8,13.0,3.9,0.0,0.0,239700,6,7,1200
"Census Tract 22, Butte County, California",1400000US06007002200,0.0,2.7,49.7,31.8,13.6,0.0,2.2,288000,6,7,2200
"Census Tract 881.07, Orange County, California",1400000US06059088107,1.1,0.0,6.4,51.2,27.8,13.5,0.0,437200,6,59,88107
"Census Tract 884.01, Orange County, California",1400000US06059088401,1.6,0.0,2.4,57.1,38.2,0.8,0.0,476800,6,59,88401
"Census Tract 885.01, Orange County, California",1400000US06059088501,1.4,4.2,9.6,44.1,38.6,2.1,0.0,459700,6,59,88501
"Census Tract 992.17, Orange County, California",1400000US06059099217,0.0,0.0,1.7,19.0,20.0,52.6,6.6,793900,6,59,99217
"Census Tract 992.20, Orange County, California",1400000US06059099220,0.0,9.2,5.4,18.5,42.9,24.0,0.0,598600,6,59,99220
"Census Tract 992.24, Orange County, California",1400000US06059099224,0.0,0.0,0.0,0.0,60.3,30.2,9.5,707300,6,59,99224
"Census Tract 992.34, Orange County, California",1400000US06059099234,1.2,0.0,1.2,17.1,41.5,30.4,8.5,683000,6,59,99234
"Census Tract 992.35, Orange County, California",1400000US06059099235,4.0,2.7,1.6,14.8,56.5,15.5,4.8,618500,6,59,99235
"Census Tract 992.43, Orange County, California",1400000US06059099243,0.0,0.0,5.1,24.9,26.4,39.5,4.1,688900,6,59,99243
"Census Tract 993.11, Orange County, California",1400000US06059099311,0.0,0.0,0.0,4.0,14.6,27.7,53.8,1034100,6,59,99311
"Census Tract 6032, Los Angeles County, California",1400000US06037603200,6.7,4.0,5.6,23.6,54.9,5.3,0.0,546600,6,37,603200
"Census Tract 6099, Los Angeles County, California",1400000US06037609900,0.0,0.0,22.3,25.9,48.7,0.0,3.1,509300,6,37,609900
"Census Tract 6203.03, Los Angeles County, California",1400000US06037620303,0.0,0.0,1.9,1.9,8.5,1.1,86.6,1960600,6,37,620303
"Census Tract 5528, Los Angeles County, California",1400000US06037552800,0.0,0.0,10.0,84.9,5.1,0.0,0.0,378600,6,37,552800
"Census Tract 5533, Los Angeles County, California",1400000US06037553300,0.0,2.9,7.6,76.5,12.9,0.0,0.0,406300,6,37,553300
"Census Tract 5536.01, Los Angeles County, California",1400000US06037553601,0.0,0.0,34.8,61.7,3.5,0.0,0.0,352200,6,37,553601
"Census Tract 4034.07, Los Angeles County, California",1400000US06037403407,1.2,0.0,0.0,1.4,6.7,13.1,77.6,1166900,6,37,403407
"Census Tract 1221.20, Los Angeles County, California",1400000US06037122120,0.0,0.0,18.2,73.2,8.6,0.0,0.0,384900,6,37,122120
"Census Tract 1230.10, Los Angeles County, California",1400000US06037123010,2.4,0.0,23.2,64.8,9.6,0.0,0.0,358100,6,37,123010
"Census Tract 1289.10, Los Angeles County, California",1400000US06037128910,1.8,0.0,5.1,15.4,28.3,34.3,15.1,745100,6,37,128910
"Census Tract 1343.05, Los Angeles County, California",1400000US06037134305,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,37,134305
"Census Tract 1347.10, Los Angeles County, California",1400000US06037134710,0.0,0.0,18.5,59.8,19.6,2.1,0.0,409500,6,37,134710
"Census Tract 1352.02, Los Angeles County, California",1400000US06037135202,0.0,0.0,0.0,16.3,77.6,4.4,1.7,608500,6,37,135202
"Census Tract 1373.02, Los Angeles County, California",1400000US06037137302,0.0,0.4,1.6,2.3,41.1,40.9,13.6,777500,6,37,137302
"Census Tract 1398.02, Los Angeles County, California",1400000US06037139802,0.9,1.0,0.0,0.9,10.4,11.2,75.7,1157200,6,37,139802
"Census Tract 1413.02, Los Angeles County, California",1400000US06037141302,0.0,0.0,3.0,12.9,21.3,19.1,43.8,918600,6,37,141302
"Census Tract 1431, Los Angeles County, California",1400000US06037143100,3.4,0.0,0.0,17.1,39.3,13.9,26.3,687500,6,37,143100
"Census Tract 1438, Los Angeles County, California",1400000US06037143800,0.0,0.0,1.4,1.0,22.3,15.3,59.9,1093500,6,37,143800
"Census Tract 4027.02, Los Angeles County, California",1400000US06037402702,0.0,0.0,16.7,72.8,7.9,2.5,0.0,347900,6,37,402702
"Census Tract 4027.03, Los Angeles County, California",1400000US06037402703,0.0,0.0,26.7,67.4,5.0,0.0,0.9,341400,6,37,402703
"Census Tract 4032, Los Angeles County, California",1400000US06037403200,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666,6,37,403200
"Census Tract 4033.03, Los Angeles County, California",1400000US06037403303,4.2,6.9,0.0,25.2,60.9,1.9,0.9,556100,6,37,403303
"Census Tract 4037.02, Los Angeles County, California",1400000US06037403702,2.1,1.7,7.0,38.4,44.7,6.1,0.0,504300,6,37,403702
"Census Tract 1198, Los Angeles County, California",1400000US06037119800,0.5,0.0,8.5,70.2,16.4,4.4,0.0,405400,6,37,119800
"Census Tract 1200.10, Los Angeles County, California",1400000US06037120010,3.3,0.0,19.3,66.7,9.0,0.0,1.7,386300,6,37,120010
"Census Tract 1222, Los Angeles County, California",1400000US06037122200,0.0,0.0,18.5,73.2,8.4,0.0,0.0,372900,6,37,122200
"Census Tract 2733, Los Angeles County, California",1400000US06037273300,0.0,2.4,0.0,0.0,0.0,9.6,88.0,1549300,6,37,273300
"Census Tract 2736, Los Angeles County, California",1400000US06037273600,4.9,1.9,2.4,0.0,2.7,10.9,77.1,1572900,6,37,273600
"Census Tract 2741, Los Angeles County, California",1400000US06037274100,0.0,0.0,0.0,3.6,27.1,31.2,38.0,904100,6,37,274100
"Census Tract 1.02, Kern County, California",1400000US06029000102,2.2,16.5,72.7,8.6,0.0,0.0,0.0,123400,6,29,102
"Census Tract 9.02, Kern County, California",1400000US06029000902,5.2,1.9,90.6,2.3,0.0,0.0,0.0,161300,6,29,902
"Census Tract 9.09, Kern County, California",1400000US06029000909,0.7,0.0,53.9,31.0,11.7,2.1,0.5,288400,6,29,909
"Census Tract 11.02, Kern County, California",1400000US06029001102,10.2,54.2,33.5,2.0,0.0,0.0,0.0,83700,6,29,1102
"Census Tract 25, Kern County, California",1400000US06029002500,0.0,39.8,60.2,0.0,0.0,0.0,0.0,106600,6,29,2500
"Census Tract 12.01, Orange County, California",1400000US06059001201,4.4,0.0,15.7,58.2,19.0,0.0,2.7,417600,6,59,1201
"Census Tract 13.03, Orange County, California",1400000US06059001303,0.0,0.0,40.6,48.1,9.1,2.2,0.0,334400,6,59,1303
"Census Tract 14.03, Orange County, California",1400000US06059001403,1.4,1.7,0.0,19.3,61.2,15.2,1.2,612900,6,59,1403
"Census Tract 15.05, Orange County, California",1400000US06059001505,4.3,0.0,6.5,16.1,47.3,14.7,11.0,621800,6,59,1505
"Census Tract 17.04, Orange County, California",1400000US06059001704,0.0,0.0,0.0,6.5,54.3,31.8,7.4,700100,6,59,1704
"Census Tract 17.05, Orange County, California",1400000US06059001705,0.0,0.0,6.9,16.7,39.4,27.2,9.8,667600,6,59,1705
"Census Tract 17.06, Orange County, California",1400000US06059001706,1.1,1.1,0.0,3.8,14.8,40.8,38.4,928800,6,59,1706
"Census Tract 116.01, Orange County, California",1400000US06059011601,0.0,0.0,27.0,69.4,3.6,0.0,0.0,362100,6,59,11601
"Census Tract 218.09, Orange County, California",1400000US06059021809,0.0,2.2,0.0,10.1,52.5,17.5,17.7,679400,6,59,21809
"Census Tract 178.11, San Diego County, California",1400000US06073017811,0.7,0.0,1.1,26.0,30.5,26.0,15.8,682100,6,73,17811
"Census Tract 185.11, San Diego County, California",1400000US06073018511,0.0,4.6,16.6,61.9,11.5,5.4,0.0,385800,6,73,18511
"Census Tract 185.14, San Diego County, California",1400000US06073018514,0.0,0.0,14.3,42.0,41.8,0.0,1.9,477100,6,73,18514
"Census Tract 185.16, San Diego County, California",1400000US06073018516,2.8,0.0,24.1,51.3,21.8,0.0,0.0,409600,6,73,18516
"Census Tract 186.01, San Diego County, California",1400000US06073018601,2.3,0.0,5.5,46.9,44.3,0.0,0.9,484200,6,73,18601
"Census Tract 186.09, San Diego County, California",1400000US06073018609,0.0,4.5,42.7,36.3,15.8,0.0,0.6,322200,6,73,18609
"Census Tract 188.01, San Diego County, California",1400000US06073018801,0.0,0.0,3.6,28.9,37.4,26.7,3.4,617000,6,73,18801
"Census Tract 189.05, San Diego County, California",1400000US06073018905,0.7,0.0,23.1,53.3,22.9,0.0,0.0,384000,6,73,18905
"Census Tract 196.02, San Diego County, California",1400000US06073019602,1.1,0.0,5.5,44.1,41.4,5.9,1.9,497100,6,73,19602
"Census Tract 199.02, San Diego County, California",1400000US06073019902,1.7,0.0,2.8,69.7,21.7,1.4,2.8,435800,6,73,19902
"Census Tract 199.05, San Diego County, California",1400000US06073019905,1.4,0.0,14.0,50.0,34.6,0.0,0.0,457400,6,73,19905
"Census Tract 200.13, San Diego County, California",1400000US06073020013,1.0,0.0,4.6,16.8,22.1,39.0,16.5,784900,6,73,20013
"Census Tract 200.16, San Diego County, California",1400000US06073020016,0.0,0.0,0.0,4.4,22.3,60.2,13.1,846700,6,73,20016
"Census Tract 200.21, San Diego County, California",1400000US06073020021,1.7,0.0,6.2,58.5,31.2,1.4,0.9,462300,6,73,20021
"Census Tract 202.02, San Diego County, California",1400000US06073020202,3.8,0.0,53.4,42.7,0.0,0.0,0.0,241300,6,73,20202
"Census Tract 83.12, San Diego County, California",1400000US06073008312,1.5,0.0,4.3,12.6,5.8,15.1,60.7,1409500,6,73,8312
"Census Tract 83.51, San Diego County, California",1400000US06073008351,1.4,0.0,7.0,68.0,23.6,0.0,0.0,443500,6,73,8351
"Census Tract 59, San Diego County, California",1400000US06073005900,0.0,0.0,0.0,38.5,23.8,23.6,14.1,620700,6,73,5900
"Census Tract 79.03, San Diego County, California",1400000US06073007903,0.0,0.0,18.8,42.2,13.0,17.8,8.1,460100,6,73,7903
"Census Tract 169.01, San Diego County, California",1400000US06073016901,2.3,2.2,7.0,48.3,35.5,3.2,1.5,467900,6,73,16901
"Census Tract 174.01, San Diego County, California",1400000US06073017401,2.5,0.0,3.9,5.1,15.8,15.8,57.0,1078000,6,73,17401
"Census Tract 132.06, San Diego County, California",1400000US06073013206,3.0,12.7,23.7,52.4,0.0,5.0,3.2,366400,6,73,13206
"Census Tract 134.19, San Diego County, California",1400000US06073013419,0.0,0.0,16.3,31.8,26.2,23.8,2.0,518700,6,73,13419
"Census Tract 154.06, San Diego County, California",1400000US06073015406,3.2,0.0,1.0,11.9,39.7,36.4,7.8,713500,6,73,15406
"Census Tract 174.03, San Diego County, California",1400000US06073017403,0.0,1.1,6.8,6.1,20.4,41.8,23.7,842900,6,73,17403
"Census Tract 2311, Los Angeles County, California",1400000US06037231100,0.0,11.3,21.0,67.7,0.0,0.0,0.0,326200,6,37,231100
"Census Tract 2352.01, Los Angeles County, California",1400000US06037235201,6.8,0.0,31.9,46.6,11.4,1.3,2.0,333700,6,37,235201
"Census Tract 5024.02, Los Angeles County, California",1400000US06037502402,8.7,0.0,13.4,76.0,1.9,0.0,0.0,363500,6,37,502402
"Census Tract 5039.02, Los Angeles County, California",1400000US06037503902,0.0,1.2,4.3,58.9,33.0,1.4,1.1,464900,6,37,503902
"Census Tract 5317.01, Los Angeles County, California",1400000US06037531701,5.2,0.0,19.9,63.8,11.2,0.0,0.0,344900,6,37,531701
"Census Tract 3019, Los Angeles County, California",1400000US06037301900,4.5,0.0,5.9,57.7,21.8,6.8,3.3,422300,6,37,301900
"Census Tract 4006.03, Los Angeles County, California",1400000US06037400603,3.1,0.0,24.8,30.3,32.8,9.1,0.0,409300,6,37,400603
"Census Tract 4034.02, Los Angeles County, California",1400000US06037403402,2.1,4.2,0.0,12.1,60.9,18.9,1.9,630000,6,37,403402
"Census Tract 4044.01, Los Angeles County, California",1400000US06037404401,0.0,0.0,24.2,71.0,2.8,1.3,0.8,348300,6,37,404401
"Census Tract 4071.02, Los Angeles County, California",1400000US06037407102,1.4,0.0,23.9,53.8,20.8,0.0,0.0,359900,6,37,407102
"Census Tract 2011.10, Los Angeles County, California",1400000US06037201110,1.6,0.0,19.1,35.9,39.2,0.0,4.2,468500,6,37,201110
"Census Tract 2098.10, Los Angeles County, California",1400000US06037209810,0.0,0.0,66.7,0.0,33.3,0.0,0.0,-666666666,6,37,209810
"Census Tract 2124.10, Los Angeles County, California",1400000US06037212410,50.0,0.0,0.0,0.0,50.0,0.0,0.0,-666666666,6,37,212410
"Census Tract 9105.01, Los Angeles County, California",1400000US06037910501,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-666666666,6,37,910501
"Census Tract 9201.06, Los Angeles County, California",1400000US06037920106,1.8,0.9,40.0,45.5,1.4,8.0,2.5,321000,6,37,920106
"Census Tract 4010.01, Los Angeles County, California",1400000US06037401001,0.0,3.0,2.1,12.3,62.2,18.8,1.5,630800,6,37,401001
"Census Tract 2920, Los Angeles County, California",1400000US06037292000,0.0,0.0,4.5,50.3,45.2,0.0,0.0,480000,6,37,292000
"Census Tract 5733, Los Angeles County, California",1400000US06037573300,0.0,0.0,32.4,50.3,14.6,0.0,2.7,357000,6,37,573300
"Census Tract 134.14, San Diego County, California",1400000US06073013414,0.0,0.0,7.8,46.1,44.2,0.9,1.0,488900,6,73,13414
"Census Tract 134.16, San Diego County, California",1400000US06073013416,1.4,1.1,1.1,46.9,48.0,0.0,1.5,498500,6,73,13416
"Census Tract 134.17, San Diego County, California",1400000US06073013417,1.4,0.0,1.2,28.0,60.2,9.2,0.0,580600,6,73,13417
"Census Tract 141.02, San Diego County, California",1400000US06073014102,0.0,0.0,33.1,59.3,7.6,0.0,0.0,363300,6,73,14102
"Census Tract 146.01, San Diego County, California",1400000US06073014601,0.0,0.0,33.4,30.2,36.4,0.0,0.0,380900,6,73,14601
"Census Tract 147, San Diego County, California",1400000US06073014700,0.0,0.0,7.3,62.8,26.3,2.3,1.3,456300,6,73,14700
"Census Tract 154.04, San Diego County, California",1400000US06073015404,3.7,3.7,17.0,29.5,34.1,9.7,2.4,473400,6,73,15404
"Census Tract 159.02, San Diego County, California",1400000US06073015902,0.0,0.0,16.1,70.3,10.2,3.4,0.0,386100,6,73,15902
"Census Tract 162.02, San Diego County, California",1400000US06073016202,0.0,0.0,76.9,12.8,10.3,0.0,0.0,166000,6,73,16202
"Census Tract 166.09, San Diego County, California",1400000US06073016609,0.6,0.0,15.8,60.3,18.0,5.3,0.0,425100,6,73,16609
"Census Tract 170.06, San Diego County, California",1400000US06073017006,0.0,0.0,8.4,8.2,44.8,18.0,20.6,686300,6,73,17006
"Census Tract 170.29, San Diego County, California",1400000US06073017029,0.0,0.0,5.0,5.2,5.7,14.4,69.7,1360200,6,73,17029
"Census Tract 170.39, San Diego County, California",1400000US06073017039,1.3,0.8,5.7,33.3,42.3,14.1,2.4,552300,6,73,17039
"Census Tract 170.40, San Diego County, California",1400000US06073017040,0.0,0.4,7.2,35.3,26.6,14.6,15.9,566800,6,73,17040
"Census Tract 170.48, San Diego County, California",1400000US06073017048,1.1,7.3,7.4,35.3,44.3,1.9,2.8,496400,6,73,17048
"Census Tract 175.02, San Diego County, California",1400000US06073017502,0.0,0.0,5.7,15.2,25.7,26.7,26.7,782200,6,73,17502
"Census Tract 176.03, San Diego County, California",1400000US06073017603,2.2,0.0,1.2,12.5,32.2,26.3,25.7,768800,6,73,17603
"Census Tract 177.01, San Diego County, California",1400000US06073017701,6.3,5.2,0.0,9.4,9.0,17.0,53.1,1027700,6,73,17701
