White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,GEO_ID,Total population,Male,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),Name,State,County,Tract
62.3,3.2,1.1,4.8,0,24.1,4.4,1400000US06081610100,2631,50.4,6,4.6,7.8,8,4.1,13.4,16.6,17.1,7.1,5,5.4,4.7,0.2,39.2,"Census Tract 6101, San Mateo County, California",6,81,610100
40.9,2.4,1.5,5.9,3.3,41.8,4.2,1400000US06081610400,6079,52.2,7.2,5,8.9,7,8.9,15.8,16.1,10.1,6.2,4.9,5.7,2.4,1.9,33.5,"Census Tract 6104, San Mateo County, California",6,81,610400
68.8,0.5,0.5,22.6,0.3,2.2,5.2,1400000US06081611500,2869,51.4,7.3,7.1,8.5,6.6,3.5,4.3,11.6,15.9,8.8,7,11.1,4.9,3.5,45.6,"Census Tract 6115, San Mateo County, California",6,81,611500
78,2.5,0,11.8,0,1.1,6.7,1400000US06081612500,4454,47.8,9.1,9.9,7.1,1.1,1.7,17.3,15,17.1,5.5,3.3,7.2,5.6,0,37.3,"Census Tract 6125, San Mateo County, California",6,81,612500
81.8,0.4,0,6,0.1,8.8,2.9,1400000US06081613501,4977,46.3,7.4,5.9,6.3,4.7,3.7,13.2,14.3,14.8,7.6,7.7,9.8,3.1,1.5,42.1,"Census Tract 6135.01, San Mateo County, California",6,81,613501
45.7,3.9,1.2,11.1,0,35.7,2.3,1400000US06081610201,5875,53.5,5.7,7.1,7.3,5.1,5.5,17.2,15.9,12.8,5.4,6,7.5,3.6,1,36.3,"Census Tract 6102.01, San Mateo County, California",6,81,610201
47.8,5,0.5,21.9,0.6,19.5,4.8,1400000US06081610202,3151,62.9,4.8,1.4,1,3.1,10.5,36.1,16.2,9.7,3.9,3.8,5.3,3.6,0.7,32.8,"Census Tract 6102.02, San Mateo County, California",6,81,610202
41.2,1.2,0.1,45.1,0.7,2.5,9.2,1400000US06081610303,8145,45.7,6.1,9.5,5.5,4.7,4.9,11.6,19.5,16.8,7,3.3,8.3,2.1,0.6,39.6,"Census Tract 6103.03, San Mateo County, California",6,81,610303
87.5,0.8,1.1,0,0.5,8,2.1,1400000US06107002904,4842,48.9,9,6.8,4.2,7.9,10.9,17.1,12.5,9.5,7.5,5.4,6.2,1.5,1.5,31.2,"Census Tract 29.04, Tulare County, California",6,107,2904
83.3,2.9,0.2,3.4,0,7.6,2.6,1400000US06099001300,5446,48.9,5.9,7.2,4.4,6,2.8,10.2,12.7,15.4,6.2,9.7,13.6,4.3,1.7,45.9,"Census Tract 13, Stanislaus County, California",6,99,1300
68.4,7.3,2.7,6.8,0.3,8.1,6.4,1400000US06099001400,6066,46.4,8.1,4.5,3,4.6,7.1,16.7,7.3,10.4,15.8,7,8.5,3.7,3.2,43.3,"Census Tract 14, Stanislaus County, California",6,99,1400
69.4,1.5,2,5.1,3.2,13,5.7,1400000US06099001604,3888,49.7,9.7,11.2,9.7,8.5,8.7,15.1,12.1,10,4,3.3,5,1.2,1.4,26.1,"Census Tract 16.04, Stanislaus County, California",6,99,1604
84.2,0.9,0.5,0.4,0,11.1,2.9,1400000US06099000203,10327,50.2,7.4,6.3,8.2,6.8,9.4,11.1,13.2,13.7,6.2,4.1,7.7,4.3,1.6,35.8,"Census Tract 2.03, Stanislaus County, California",6,99,203
75.2,0,0.3,0.9,0,17.1,6.5,1400000US06099000301,2112,48.4,5.5,7.1,9.3,6.5,4.8,22,12.4,9.4,3.3,5.7,7.8,4.9,1.4,32.5,"Census Tract 3.01, Stanislaus County, California",6,99,301
73.5,5.9,0.8,7.6,0.5,3.9,7.7,1400000US06099000503,5109,48.9,4.3,6.9,9.6,6.4,6,19.6,17.3,11,4.8,5.4,4.2,2.6,1.8,33.8,"Census Tract 5.03, Stanislaus County, California",6,99,503
63.8,3.2,0.7,17.3,2.7,5.9,6.4,1400000US06099000504,8917,51.4,6.1,4.7,6.5,6.2,5.3,13.5,9.8,13.3,12.4,5.5,7.9,4.5,4.3,42.5,"Census Tract 5.04, Stanislaus County, California",6,99,504
81.2,5.7,0.5,5.1,1.3,4.6,1.6,1400000US06099000506,4620,51.2,8,5.4,6.2,4.6,4.2,19.9,10.2,11.5,5.9,7.7,11.3,4.6,0.6,36,"Census Tract 5.06, Stanislaus County, California",6,99,506
84.3,0.6,0.2,6.1,0.2,5.3,3.3,1400000US06099000601,4510,53.6,4.9,5.1,5.3,9.5,7.1,11.7,14.6,14.6,8.8,6.7,6.7,3.2,1.8,39.8,"Census Tract 6.01, Stanislaus County, California",6,99,601
69.9,4.3,2.3,9.2,1.7,6.7,5.8,1400000US06099000805,6540,45.9,9,7.9,8.8,6.4,6.7,15.5,11.7,11.1,5.4,5,6.9,4.7,0.8,32.4,"Census Tract 8.05, Stanislaus County, California",6,99,805
69,1.5,0,5,0,16.4,8.1,1400000US06099002701,4191,51.3,3.5,7.9,9.7,8.3,8.7,15.4,9.5,12.1,7.6,5.7,9.3,2,0.3,32.8,"Census Tract 27.01, Stanislaus County, California",6,99,2701
72.9,1.9,0,8.1,0,13,4,1400000US06099001500,7610,47,10.7,5.5,5.8,6.5,7.7,17.5,8.8,13.4,4.3,4.8,7.1,6.4,1.4,32,"Census Tract 15, Stanislaus County, California",6,99,1500
75,8,0.2,3,2.1,6,5.6,1400000US06099002004,6772,46.9,8.6,10.3,9.1,7.9,6.1,17.5,10.4,13.5,2.5,3,8.3,1.7,1,30,"Census Tract 20.04, Stanislaus County, California",6,99,2004
79.1,3,1.6,0.5,0,15.7,0.2,1400000US06099002100,3084,56.9,8.1,9.7,7.1,3.9,10,20.4,16.1,10.7,3.9,4.4,4.7,1,0.2,30.5,"Census Tract 21, Stanislaus County, California",6,99,2100
51,4.6,0.9,18.1,0.1,22.1,3.2,1400000US06099003001,9890,49.6,7.5,7.6,10.5,10.5,5.8,13.5,13.3,9.4,5.8,4.7,6.6,3.4,1.3,31.8,"Census Tract 30.01, Stanislaus County, California",6,99,3001
88.4,2.1,0.7,1.2,0,4.5,3.1,1400000US06099003500,11685,47.9,8.7,9.3,8.1,6.2,5.9,16,13.2,10.2,6,5,6.3,3.5,1.6,33.6,"Census Tract 35, Stanislaus County, California",6,99,3500
84.2,0,0,0.1,0,10,5.7,1400000US06099003603,3225,50.1,6,6.9,6.9,4.6,5.8,10.6,11.4,13.3,6.6,7.2,12.6,6.9,1.1,43.3,"Census Tract 36.03, Stanislaus County, California",6,99,3603
81.3,2.7,0,1,0,7.4,7.7,1400000US06099003909,6139,46.4,6.2,6.4,5.9,7.1,7.3,13.8,13.6,11,3.7,8.6,6.4,8.1,1.8,36.5,"Census Tract 39.09, Stanislaus County, California",6,99,3909
88.6,0.3,0.1,0.3,0,3.5,7.1,1400000US06099000101,4602,52.7,4.2,5.7,5.2,5.9,3.8,10.8,7.2,17.7,10.3,7.2,13.4,6.1,2.3,48.9,"Census Tract 1.01, Stanislaus County, California",6,99,101
18.9,2.7,1.6,11.2,5.5,52.2,7.8,1400000US06085503508,6682,53.5,4.8,7.4,9.2,6.9,8.8,15.3,14.9,14.3,4.3,3.4,5,4.8,1,33.4,"Census Tract 5035.08, Santa Clara County, California",6,85,503508
33.3,21.6,3.5,2,0.3,34.9,4.5,1400000US06031001602,9121,99.9,0,0,0,0.3,7.6,29.2,28.7,19.9,9.5,3.6,1.1,0,0,38.3,"Census Tract 16.02, Kings County, California",6,31,1602
80.3,0.2,0,6.3,0.2,6.4,6.6,1400000US06031000100,3000,55,4.5,7.2,11.9,7.5,5.2,8.3,15.8,12.9,6.5,4.3,7.8,6.8,1.2,40.3,"Census Tract 1, Kings County, California",6,31,100
68.1,2.9,0.3,6.8,0,16.3,5.5,1400000US06031000402,5878,50.3,7.9,5.9,6,6.3,8,14.5,16.8,11.7,7.2,3.3,4.6,7,0.7,35.8,"Census Tract 4.02, Kings County, California",6,31,402
53.2,6.7,2.8,7.1,0.2,27.5,2.5,1400000US06031000405,7067,53.4,11.1,11.3,6.2,4.1,10.8,23,12.4,7.3,1,3,6.8,2.6,0.5,27.3,"Census Tract 4.05, Kings County, California",6,31,405
71.8,5.1,0,9.7,0,9.1,4.2,1400000US06031001001,4340,49.9,10.2,5.1,5,4,4.2,16.4,11.8,12.2,4.5,7.3,9.8,7.5,2.2,40,"Census Tract 10.01, Kings County, California",6,31,1001
43.8,2.5,15,0.3,0,35.8,2.6,1400000US06031001601,4427,48.5,7.8,8.3,15.1,9.2,5.2,12.9,13.7,9.8,2.8,6.6,7.3,1.3,0,28.1,"Census Tract 16.01, Kings County, California",6,31,1601
67.3,2.6,2.3,7.4,0.5,15.1,4.8,1400000US06031001003,6483,46.8,8.2,7.6,7,10.6,11.1,12.7,10.4,13.1,4.5,5.7,5.1,3.1,0.9,28.9,"Census Tract 10.03, Kings County, California",6,31,1003
86.4,3.1,2.1,0.6,0,4.1,3.7,1400000US06063000100,5803,51.8,3.6,4.1,5.3,9.7,6,10.8,13.6,10.3,7.8,10.6,11.3,4.7,2.3,41.3,"Census Tract 1, Plumas County, California",6,63,100
82.6,0,7.5,2.3,1.5,1.2,4.9,1400000US06063000400,2782,52,5.2,5.9,4.9,5.2,4,9.6,10.6,15.3,7.1,7.8,18.5,3.3,2.7,47.8,"Census Tract 4, Plumas County, California",6,63,400
95.4,0,2,1.3,0,0.1,1.2,1400000US06063000201,1341,50,2.5,2,2.8,2.5,0.6,9,3.5,10.7,5.4,17.2,29.4,11.5,2.9,63.5,"Census Tract 2.01, Plumas County, California",6,63,201
92.9,0.8,1.4,2.3,0,0,2.6,1400000US06063000202,994,45.6,2.3,3.5,1.2,4.4,3.2,6.8,8.8,18.6,11.5,11.6,17.1,11,0,55.4,"Census Tract 2.02, Plumas County, California",6,63,202
92,0.1,0.2,1.2,0,3.5,2.9,1400000US06063000300,3944,48.1,9.5,6.1,5.3,3.9,3.2,9.5,7,9.3,10.3,9.7,15.2,8.8,2,51.1,"Census Tract 3, Plumas County, California",6,63,300
91.4,1.6,0.2,2.1,0.6,0.3,3.8,1400000US06079012302,4940,46.6,3.1,5.7,7,6.5,2.5,6.1,11,16,7.3,9.4,16.3,5.2,3.9,51.4,"Census Tract 123.02, San Luis Obispo County, California",6,79,12302
94.4,1.6,0.3,2.1,0,0.6,1,1400000US06079012702,6852,49.1,6.7,3.3,5.8,5,4.8,10,4.5,14.4,9.5,14.8,13.7,6.5,1,52.5,"Census Tract 127.02, San Luis Obispo County, California",6,79,12702
93.4,0.2,0.7,1.9,0,1.6,2.1,1400000US06079010201,7264,45.2,2.7,8.8,7.8,5.1,4.9,7.9,11.4,15.6,9.3,6.2,10,7.1,3.2,45.6,"Census Tract 102.01, San Luis Obispo County, California",6,79,10201
81.9,5.5,0,5.2,0,4.8,2.5,1400000US06079010902,4306,58.7,0,1.4,2.6,13.4,64.8,8.8,1.1,2.2,0.7,0.9,1.5,2,0.7,21.3,"Census Tract 109.02, San Luis Obispo County, California",6,79,10902
83.2,3.4,0.2,1.7,0.5,8.1,2.8,1400000US06079012000,7890,53.2,10.2,6.4,6.5,6,6.3,15,11.5,10.7,8.7,5.8,7.2,3.3,2.4,34.8,"Census Tract 120, San Luis Obispo County, California",6,79,12000
55.5,33.9,1.3,0.8,0,8.5,0,1400000US06079012800,236,64.8,0,0,5.5,2.5,28.8,18.2,21.2,12.3,1.3,5.9,3.4,0.8,0,31.5,"Census Tract 128, San Luis Obispo County, California",6,79,12800
24.9,51.2,2.2,3.1,0.5,12.2,5.8,1400000US06079011400,3088,99.8,0,0,0,0.1,7.2,25.8,22.2,23.3,7.9,8.4,4,1,0,41.4,"Census Tract 114, San Luis Obispo County, California",6,79,11400
85.6,0,0.2,4.4,0,3.1,6.8,1400000US06079011901,3136,45.3,1.5,5,5.7,6.2,10.1,10.2,10.4,8.6,6.4,6.9,13.9,8.8,6.2,47,"Census Tract 119.01, San Luis Obispo County, California",6,79,11901
77.9,0,1,7,0,8,6.1,1400000US06079012200,7260,49.8,6.4,6.9,5.6,4.5,6.6,12.7,15.9,13.8,4.3,5.2,11.6,4.2,2.3,39.3,"Census Tract 122, San Luis Obispo County, California",6,79,12200
86.9,1.4,1.9,3.5,0.3,1.9,4,1400000US06079012503,6604,51.8,7.5,8,5.5,5.4,8,18.7,12.9,9.9,3.6,6.6,9,3.3,1.5,33,"Census Tract 125.03, San Luis Obispo County, California",6,79,12503
87.4,2.7,0,0.5,0,7.2,2.1,1400000US06079010202,5331,47.6,6.3,6.9,8.3,6.1,3.1,8.5,16.1,12.2,5.8,6.7,9.8,8.2,2,41.8,"Census Tract 102.02, San Luis Obispo County, California",6,79,10202
80.9,2.4,0.8,4.6,0,10.3,1,1400000US06079011103,2862,51.1,3.6,7.1,4.8,3.7,4.3,20.4,10.7,8.6,6.5,7.2,13.1,6.7,3.3,41.3,"Census Tract 111.03, San Luis Obispo County, California",6,79,11103
91.2,0.2,0.4,0.5,0,2.2,5.4,1400000US06079012600,8053,55.1,4.9,4.9,6.7,6,5.6,12.3,13.7,13.3,7.8,7.4,7.6,7,2.6,39.8,"Census Tract 126, San Luis Obispo County, California",6,79,12600
87.8,1.5,0.6,5.3,0,1.9,3,1400000US06079011200,8359,42.4,1.4,1.8,2.3,8.6,50.8,7.1,3.9,5.8,2.5,3.2,5.6,4.3,2.5,22,"Census Tract 112, San Luis Obispo County, California",6,79,11200
80.2,2.1,0.9,8.7,0,3.9,4.1,1400000US06079011300,7669,51.8,4.9,6.1,4.2,4.9,15.4,15.6,11.1,12.9,4.8,5.9,7.9,3.3,2.9,34.1,"Census Tract 113, San Luis Obispo County, California",6,79,11300
65.4,1.9,0,12.7,0.7,14.3,4.9,1400000US06059032051,4583,42.3,5.7,5.5,5.7,5.8,6,19,14.8,13,6.6,7.3,5.3,4.4,0.9,36,"Census Tract 320.51, Orange County, California",6,59,32051
45.7,5.6,0,29.8,0.3,13.5,5,1400000US06075012302,2621,57.6,0.9,1,0,2,11.5,30.5,18.7,14.4,7.6,6.4,2,2.8,2.2,36.5,"Census Tract 123.02, San Francisco County, California",6,75,12302
44.7,9.1,0.9,28.1,1.2,12.1,3.9,1400000US06075012401,4782,59.3,5.5,0.9,4.8,3.7,7.5,17.9,18.4,14.1,9.1,9,5.7,2.8,0.7,40.1,"Census Tract 124.01, San Francisco County, California",6,75,12401
44.1,8.7,0.1,34.6,1,8.1,3.5,1400000US06075012402,4320,57.2,3.1,0.9,1.1,2.1,7.3,35,15.4,13.8,2.9,7.1,7,2.5,1.8,35.2,"Census Tract 124.02, San Francisco County, California",6,75,12402
37.6,10.6,0.3,32.1,0,13.9,5.4,1400000US06075012501,4002,59.1,3.3,5.2,5.6,5.2,3.3,10.8,12.9,17.8,7.4,8.7,14,3.7,1.9,47.1,"Census Tract 125.01, San Francisco County, California",6,75,12501
28.8,11.9,0.3,42.3,0,13.6,3.1,1400000US06075012502,3584,56.8,3.7,0,0.8,0.9,3.2,8.3,19.7,11.3,10.3,9.5,15.7,13.2,3.6,55.8,"Census Tract 125.02, San Francisco County, California",6,75,12502
86.5,2.7,0,8.5,0,0,2.2,1400000US06075012601,2630,51,7.8,1.7,0.7,0.4,3,37.8,21.1,13.7,2.9,3.2,3.5,2.1,2.2,34.4,"Census Tract 126.01, San Francisco County, California",6,75,12601
84,0.5,0,14,0,0.5,1,1400000US06075012602,2688,44.9,7.8,2.7,1.6,0.4,4,37.1,19.3,8.5,5.5,2.8,3.5,4.5,2.3,34.1,"Census Tract 126.02, San Francisco County, California",6,75,12602
83.1,0,0.9,9.1,0.9,1.9,4.1,1400000US06075012901,2661,50.7,5.9,0.9,2,0.4,1.5,44.9,18.2,9.7,3.8,3.5,6.2,0.5,2.7,33.8,"Census Tract 129.01, San Francisco County, California",6,75,12901
82,2,0.2,9.6,0,0.7,5.4,1400000US06075012902,4026,42.7,1.8,3.7,1.6,1.8,13.6,38.6,12.1,8.9,0.7,3.1,5.5,4.5,3.9,31.5,"Census Tract 129.02, San Francisco County, California",6,75,12902
79.6,2,0.4,14.4,0,1.1,2.6,1400000US06075013101,4139,49,6.1,0.8,0.7,0.7,7.1,39.5,17.3,12.3,2.5,4.9,3.8,2.3,1.9,34,"Census Tract 131.01, San Francisco County, California",6,75,13101
69.7,0.8,0,20.8,0.4,2.6,5.7,1400000US06075013102,2959,48.2,5.6,1,1.4,1,3.7,41.5,17.6,10,2.8,2.7,7.6,3.2,1.8,34.5,"Census Tract 131.02, San Francisco County, California",6,75,13102
43.7,30.9,0,17,0,1.4,7,1400000US06075015801,4164,50.6,7.2,8.7,4.9,2.6,3,21,18.7,9.5,3.7,4.7,9.9,3.9,2.1,35.7,"Census Tract 158.01, San Francisco County, California",6,75,15801
67.2,6.8,0,7.4,0.4,6.1,12,1400000US06075015802,3321,58.1,8.8,0.3,1.5,0.2,4.1,37.2,19.9,14.2,2.2,2.8,6.3,2,0.6,34.6,"Census Tract 158.02, San Francisco County, California",6,75,15802
74.7,3.9,0,10.7,0,4.8,6,1400000US06075016801,3746,59.9,2.8,1.3,0.9,1.4,3.6,40.5,19.8,15.7,3.2,4.6,4.6,0.3,1,34.8,"Census Tract 168.01, San Francisco County, California",6,75,16801
58.3,8.2,1.1,21.5,0,8.3,2.5,1400000US06075016802,3642,55.5,4.4,1.3,1.3,1.5,4.4,34,23.8,9.2,4.5,6.4,6.1,2.3,0.7,35.5,"Census Tract 168.02, San Francisco County, California",6,75,16802
77.8,4.6,1.4,8,0,0.9,7.4,1400000US06075017101,3888,52.4,3.5,4.9,5.7,1.4,3.4,25.6,19.7,15.3,5.2,4.4,7.9,2.8,0.3,38.1,"Census Tract 171.01, San Francisco County, California",6,75,17101
66.2,12.9,0.1,9.2,0,4.2,7.3,1400000US06067009107,3299,54.2,6.4,4.3,4.1,5.6,7.9,15.7,10.9,12.1,6.4,8.4,8.8,8.1,1.5,39.9,"Census Tract 91.07, Sacramento County, California",6,67,9107
82.2,0,3.2,4.5,0,5,5.1,1400000US06067009403,1913,49.2,6.5,7,3.8,3.6,2.2,11,10,14.5,14.8,8.7,10.4,5.3,2.2,47.2,"Census Tract 94.03, Sacramento County, California",6,67,9403
77.2,5.7,0.7,11.4,0.4,0.5,4.1,1400000US06067001400,2458,39.5,0,6.2,0,0.4,5.2,32.7,20.6,5.3,4.9,7.3,6.2,5.3,5.9,36.1,"Census Tract 14, Sacramento County, California",6,67,1400
74.9,4.7,0,10.3,0.5,4.6,5,1400000US06067002600,2714,51.1,4.2,4.5,6.2,4.3,3.5,24.1,11.3,15.5,5.3,8.1,9.8,2.1,1.3,37.9,"Census Tract 26, Sacramento County, California",6,67,2600
54.2,25.2,0.6,4.6,0,9.2,6.2,1400000US06067002700,3430,43.9,3.8,6,4.1,6,7.1,26.2,12.6,18.9,3.8,5.5,4.6,1,0.3,33.6,"Census Tract 27, Sacramento County, California",6,67,2700
35,25.4,1,13.7,2.6,13.4,8.9,1400000US06067003800,5615,46.8,2.9,8.8,7.2,7.1,9.3,14.5,14.1,11.3,5.9,5,6.8,3.6,3.6,35.2,"Census Tract 38, Sacramento County, California",6,67,3800
44.3,12.7,1.5,25.4,0,8.5,7.7,1400000US06067004001,5860,46.1,5.2,5.9,3.5,3.1,5.5,12.2,16.2,11.3,4,10.1,10.6,8.4,4,43.3,"Census Tract 40.01, Sacramento County, California",6,67,4001
30.1,15.7,0.7,36.3,2.2,12.4,2.6,1400000US06067004100,5162,54.7,6.5,7.8,6.5,6.1,6.9,16,9.7,14.5,5,6.8,6.5,5.9,1.9,35.3,"Census Tract 41, Sacramento County, California",6,67,4100
28.6,18.4,1.6,20.6,1,19.8,9.9,1400000US06067004601,7618,46.4,11.1,7.6,5.6,7.7,8.6,13.7,14,10.6,4.7,6.7,5.6,2.2,2.2,31.1,"Census Tract 46.01, Sacramento County, California",6,67,4601
24.2,12.1,0.5,30.3,2.2,16.9,13.8,1400000US06067004802,4970,50.2,5.1,8.8,9.4,5.9,5.7,13.2,9.9,15.9,9.2,5.3,6.9,3,1.4,36.3,"Census Tract 48.02, Sacramento County, California",6,67,4802
41.7,15,1.4,18,2.6,12.3,9,1400000US06067004904,5625,46.6,4.1,8.9,7.7,5.3,5.7,17.4,14.8,10.6,5,6.2,10,2.1,2.3,35.5,"Census Tract 49.04, Sacramento County, California",6,67,4904
39,11.9,2,5.3,0,35.3,6.6,1400000US06067005502,5644,51.4,8.6,9.4,5.8,5.1,8.8,21.6,12.6,11.3,4.9,3.8,4.5,2.6,1,30.5,"Census Tract 55.02, Sacramento County, California",6,67,5502
75.1,7.2,0,6.2,0.5,4.4,6.7,1400000US06067005701,3227,50.6,4.8,5.9,4.4,8.7,3.9,5.5,14.3,17.3,10.7,6.3,11.8,3.9,2.6,45.5,"Census Tract 57.01, Sacramento County, California",6,67,5701
84.3,0.1,0.7,6.9,0,2,5.9,1400000US06067008206,5824,51.9,7.3,5.9,4.2,6,6.9,15.5,13,15.1,8.2,4.7,7.5,4.6,1.3,39.5,"Census Tract 82.06, Sacramento County, California",6,67,8206
33,13.6,0,32.4,0.6,11.4,8.9,1400000US06077003404,6244,45.2,6.5,9.8,9.7,7.4,9.4,13.3,8.9,11.5,4,5.5,8.8,2.6,2.8,30.1,"Census Tract 34.04, San Joaquin County, California",6,77,3404
72,1.9,1,1.5,0,10.8,12.9,1400000US06077004800,5941,52.7,7.5,8.4,8.6,7.7,6,10.2,13.8,9.3,5.9,6.9,10.3,3.8,1.6,36.5,"Census Tract 48, San Joaquin County, California",6,77,4800
89.4,0.6,0.6,0.4,0,4.5,4.6,1400000US06077004901,7762,49.2,9.1,5,6.3,6,7.3,15.6,9.9,10.7,9.5,6.2,8.3,4.4,1.6,35.5,"Census Tract 49.01, San Joaquin County, California",6,77,4901
79.9,4.5,1,1.2,0,9.9,3.6,1400000US06077005125,1886,48.4,9.1,6.3,7.7,4.5,5.2,17.4,7.4,16.5,4.4,6.6,6.5,6.2,2.2,34.9,"Census Tract 51.25, San Joaquin County, California",6,77,5125
75.3,0.4,1,6.2,0,10.6,6.5,1400000US06077005302,7282,48.8,10,9.4,8,7.1,5.2,14.7,14.3,10.1,6.4,4.1,4.9,3.9,1.8,32.1,"Census Tract 53.02, San Joaquin County, California",6,77,5302
45.6,22.5,1.2,9.9,1.1,14.3,5.4,1400000US06077000100,4055,57.1,7.6,10,4.7,4.6,6.1,17.4,12.1,9.7,8.9,6.8,8.3,3.2,0.6,34.7,"Census Tract 1, San Joaquin County, California",6,77,100
65.3,17.3,0.3,3.2,0,9.9,4.1,1400000US06077000401,3164,48.6,6,6.8,5.3,4.4,7.6,15.5,11.4,7.6,6.1,7.8,13,6.3,2.1,38.1,"Census Tract 4.01, San Joaquin County, California",6,77,401
61.2,10,1.3,6.5,0,7.7,13.4,1400000US06077001300,4988,41.4,6.2,6.8,5.1,5.7,4.9,18.1,8.3,15.5,6.5,4.4,9.1,5,4.3,37.9,"Census Tract 13, San Joaquin County, California",6,77,1300
73,1.2,0,1.7,0.4,16.3,7.4,1400000US06077001700,4432,51.1,7.2,9.8,7.4,9.9,10.5,11.7,12.7,14.9,4.2,4.6,4.1,1.6,1.3,31,"Census Tract 17, San Joaquin County, California",6,77,1700
55.1,12.6,1,8.1,0,20.4,2.7,1400000US06077002100,5819,52.9,11.5,9.1,6.9,6,8.7,15.6,13.2,14.7,4.3,3.1,3.2,1.7,2,28.8,"Census Tract 21, San Joaquin County, California",6,77,2100
40.6,16.9,1.2,23.3,0,8.6,9.4,1400000US06077003801,12565,53.4,7.4,8.8,9.6,9.4,8.7,11.2,14.1,13.5,4.6,3.2,6.9,1.9,0.6,32.1,"Census Tract 38.01, San Joaquin County, California",6,77,3801
51.3,19.9,0.5,13,0.7,9.3,5.3,1400000US06077003802,6916,48.3,8.9,7.7,10.2,11,6.8,16.1,13.5,11.3,3.6,3.1,4.6,2.2,0.9,28.5,"Census Tract 38.02, San Joaquin County, California",6,77,3802
62.2,13,1.7,9.5,0.7,7.2,5.7,1400000US06077003803,5979,62.3,4.5,3.4,5.3,7.9,11.5,20.2,16.8,12.5,3.7,4.7,5.2,3,1.3,33.4,"Census Tract 38.03, San Joaquin County, California",6,77,3803
88.2,2.1,0,1,0.9,7.1,0.7,1400000US06077003900,1528,56.2,9,5.8,6.5,8.4,8.1,14.9,11.8,8.6,10.1,2.5,7.9,6,0.3,34.2,"Census Tract 39, San Joaquin County, California",6,77,3900
35,10.7,0.2,33.4,1.4,4.1,15.4,1400000US06077004002,12168,47.3,6.8,8,9.6,8.1,4.1,11.9,16.2,12.7,5.9,7.1,5.5,3,1.1,36.1,"Census Tract 40.02, San Joaquin County, California",6,77,4002
29.8,7.9,0.5,0.5,0,55.6,5.8,1400000US06071002804,5587,49.1,11.1,10.6,8.1,11,8.1,17.7,13,10.1,4.1,2,2.5,1.8,0,26.1,"Census Tract 28.04, San Bernardino County, California",6,71,2804
28.2,1.2,2.5,0.5,0.2,66.5,0.8,1400000US06071003101,5204,47,11.6,8.7,7.9,8.5,7.8,15.3,15.9,12.4,4.2,2.4,3.6,1.1,0.5,27.6,"Census Tract 31.01, San Bernardino County, California",6,71,3101
30.8,1,1.9,0.8,0,64.4,1.1,1400000US06071003102,5808,49.8,10.2,10.8,11.2,7.3,8.9,14.9,17.3,8.4,3.5,2.6,3.2,1.1,0.7,25.7,"Census Tract 31.02, San Bernardino County, California",6,71,3102
40.6,3.6,2.1,1.2,0,48.1,4.4,1400000US06071003302,6145,49.7,8.6,9,8.3,6.6,8.2,13.4,11.9,10.7,5.5,5.3,7.2,3.8,1.5,30.9,"Census Tract 33.02, San Bernardino County, California",6,71,3302
41.2,12.1,0.4,1.9,0,39.7,4.7,1400000US06071003404,5157,51.6,8.7,10.3,5.8,8.5,12.5,17.7,10.7,12.8,4.4,2.3,3.6,2.7,0,27.2,"Census Tract 34.04, San Bernardino County, California",6,71,3404
40.5,11.2,2.1,2.6,0,38.8,4.7,1400000US06071003405,5457,47.3,13.6,10.6,10,6,10.5,18.2,12.2,7.5,2.8,2,3.7,2.3,0.6,24.7,"Census Tract 34.05, San Bernardino County, California",6,71,3405
51.7,12.6,0,4.7,0,28.5,2.5,1400000US06071003503,5920,49.4,5,9.4,8.3,7.4,11,15.7,12.4,13,6,3.7,5.4,1.6,1,29.5,"Census Tract 35.03, San Bernardino County, California",6,71,3503
70.5,10,0.2,3.1,0,13.8,2.3,1400000US06071003505,7498,49.9,13,8.2,8,10.4,9.8,17.3,13.2,10.1,2.6,3.8,1.5,1.3,0.6,25.2,"Census Tract 35.05, San Bernardino County, California",6,71,3505
62.6,16.3,0.1,4.1,0,15.6,1.2,1400000US06071003506,5540,51,7.1,9,9,9.4,9.4,12.9,14.2,10.1,5.4,4,5.7,2.2,1.5,28.5,"Census Tract 35.06, San Bernardino County, California",6,71,3506
64.2,13.6,0.6,2.9,0,16.2,2.5,1400000US06071003507,4300,49.5,3.6,9.7,9.3,8.3,7,14.6,10.6,11.9,4.3,6.7,7.5,4.8,1.7,33.5,"Census Tract 35.07, San Bernardino County, California",6,71,3507
74.1,5.8,2.6,0.7,0,14.6,2.2,1400000US06071003509,4622,50.9,8.1,8.2,5.6,6.9,10.7,15.4,11.9,13,7.1,4.5,5,3.1,0.7,30.9,"Census Tract 35.09, San Bernardino County, California",6,71,3509
48.6,16.1,1.6,1.6,0,29.7,2.5,1400000US06071003510,5528,45.9,11.4,9.3,8,10.5,8.8,18.6,12.9,6.8,3.3,4.4,4.2,1.6,0.2,25.6,"Census Tract 35.10, San Bernardino County, California",6,71,3510
